"","XOTU","inc_dec_estimate","inc_dec_p_val","fdr","classification"
"28","X196900214",0.132382466052879,0.638130575373829,0.786572714565068,"inc.trend"
"29","X196900219",-0.018430580830125,0.948019949024173,0.97119377000032,"dec.trend"
"30","X196900221",-0.188252084862068,0.501652296264677,0.679285738212988,"dec.trend"
"31","X196900239",0.182669659740129,0.514647470465727,0.687688359086088,"inc.trend"
"32","X196900274",-0.0148219658412594,0.958188186432451,0.972962013095506,"dec.trend"
"33","X196900330",0.35796368670272,0.190183101539479,0.39332169127722,"inc.trend"
"34","X196900337",0.782731217390768,0.000560641676858866,0.0215379844193281,"increasing"
"35","X196900141",-0.257170226347488,0.354807347655005,0.550727903262482,"dec.trend"
"36","X196900150",-0.48153089454912,0.0691534258574024,0.265664411002188,"dec.trend"
"37","X196900151",0.371428962898392,0.172849258800216,0.389289161674624,"inc.trend"
"38","X196900153",-0.325143101508326,0.237006940891303,0.43640733356581,"dec.trend"
"39","X196900159",0.0263763026909785,0.925659024343939,0.958941146567541,"inc.trend"
"40","X196900269",0.476688348671107,0.0724099842301624,0.273614776476269,"inc.trend"
"41","X196900288",-0.261026048190156,0.347382365474524,0.541783679584386,"dec.trend"
"42","X196900139",-0.332627045124698,0.225754065241709,0.4319318657958,"dec.trend"
"43","X196900197",-0.418525517852247,0.12051726498611,0.346703625257955,"dec.trend"
"44","X196900210",-0.175145591892614,0.532401931865239,0.701388732383215,"dec.trend"
