Gb1_RT;Gb1;Gb10_RT;Gb10;Gb12_RT;Gb12;Gb13_RT;Gb13;Gb14_RT;Gb14;Gb15_RT;Gb15;Gb16_RT;Gb16;Gb17_RT;Gb17;Gb18_RT;Gb18;Gb19_RT;Gb19;Gb2_RT;Gb2;Gb20_RT;Gb20;Gb21_RT;Gb21;Gb3_RT;Gb3;Gb7_RT;Gb7;Gb8_RT;Gb8;Gb9_RT;Gb9
13.104;1282909;13.105;1167893;13.105;1095458;13.104;1067784;13.104;1223767;13.104;1244978;13.105;1034475;13.105;1069320;13.104;972216;13.105;1111923;13.104;1070160;13.106;1144134;13.104;1082699;13.106;1077541;13.104;1152112;13.106;1094355;13.104;1065047
13.114;1301407;13.115;1197551;13.116;1110351;13.115;1079346;13.115;1182916;13.115;1232612;13.115;1028994;13.115;1059282;13.115;1014057;13.116;1107270;13.115;1068516;13.116;1155738;13.115;1062152;13.116;1076423;13.115;1118000;13.116;1083540;13.115;1070735
13.124;1308681;13.126;1225908;13.126;1104179;13.125;1109909;13.125;1186041;13.125;1217647;13.126;1055458;13.126;1063444;13.125;1006811;13.126;1084635;13.125;1057784;13.127;1113477;13.125;1020889;13.127;1111233;13.125;1143744;13.127;1072917;13.125;1058545
13.135;1264614;13.136;1200835;13.137;1106841;13.136;1079991;13.136;1203162;13.136;1215122;13.136;1049566;13.136;1102886;13.136;988543;13.137;1104656;13.136;1054207;13.137;1133995;13.135;1016007;13.137;1083044;13.136;1137520;13.137;1064529;13.136;1044725
13.157;1285952;13.158;1160413;13.159;1118249;13.158;1074945;13.158;1227646;13.158;1235766;13.158;1001769;13.158;1078601;13.158;992167;13.159;1096265;13.158;1018321;13.159;1114790;13.157;1016093;13.159;1073862;13.158;1138295;13.159;1075242;13.158;1101730
13.167;1273790;13.168;1194921;13.169;1103457;13.168;1055347;13.168;1205762;13.168;1231453;13.169;1022539;13.168;1050223;13.168;996644;13.169;1102371;13.168;1065222;13.170;1117991;13.168;1014280;13.170;1054451;13.168;1129834;13.170;1054753;13.168;1110870
13.178;1293947;13.179;1223883;13.180;1060773;13.179;1058365;13.179;1214093;13.178;1251440;13.179;1024110;13.179;1072032;13.179;1031761;13.179;1075010;13.179;1072584;13.180;1152393;13.178;1033523;13.180;1065488;13.179;1115267;13.180;1072095;13.179;1112280
13.188;1277250;13.189;1196840;13.190;1080747;13.189;1077888;13.189;1188010;13.189;1204046;13.189;1044085;13.189;1061522;13.189;996426;13.190;1108459;13.189;1057189;13.190;1121050;13.189;998893;13.191;1065958;13.189;1085087;13.191;1070809;13.189;1127267
13.199;1303710;13.200;1180644;13.201;1053686;13.200;1071393;13.200;1226771;13.199;1217069;13.200;1046723;13.200;1048290;13.200;984824;13.200;1091889;13.200;1029938;13.201;1106893;13.199;1041083;13.201;1066371;13.200;1078601;13.201;1073298;13.200;1105214
13.209;1304061;13.210;1202734;13.211;1051489;13.210;1075092;13.210;1243019;13.210;1233181;13.210;1038173;13.210;1029110;13.210;1005462;13.211;1090940;13.210;1080506;13.211;1124511;13.210;1006687;13.212;1056091;13.210;1088817;13.212;1087271;13.210;1108461
13.220;1293001;13.221;1169581;13.221;1077689;13.220;1065219;13.221;1214969;13.220;1255328;13.221;1010483;13.221;1072441;13.221;998595;13.221;1107285;13.221;1057134;13.222;1143890;13.220;1010225;13.222;1050504;13.221;1112264;13.222;1060157;13.221;1101744
13.230;1333208;13.231;1157372;13.232;1064415;13.231;1075026;13.231;1180861;13.231;1237806;13.231;1023453;13.231;1047975;13.231;964754;13.232;1078571;13.231;1038109;13.232;1111448;13.231;1012089;13.232;1060180;13.231;1093785;13.232;1090979;13.231;1086320
13.241;1296656;13.242;1172637;13.242;1064924;13.241;1061474;13.242;1212735;13.241;1250552;13.242;1023528;13.242;1039572;13.242;991248;13.242;1072609;13.242;1026489;13.243;1106880;13.241;1017016;13.243;1059393;13.242;1114064;13.243;1053999;13.242;1062296
13.251;1278019;13.252;1156132;13.253;1085020;13.252;1047624;13.252;1219058;13.252;1252626;13.252;996335;13.252;1055602;13.252;992192;13.253;1093317;13.252;1039733;13.253;1111337;13.252;1004748;13.253;1034264;13.252;1106650;13.253;1053721;13.252;1107387
13.262;1291231;13.263;1193145;13.263;1041576;13.262;1060160;13.262;1199745;13.262;1239837;13.263;1007926;13.263;1044493;13.262;987634;13.263;1103263;13.263;1028450;13.264;1112062;13.262;1035107;13.264;1049420;13.263;1114892;13.264;1057812;13.263;1124562
13.272;1289629;13.273;1154033;13.274;1097665;13.273;1039715;13.273;1228443;13.273;1226531;13.273;1021456;13.273;1065141;13.273;976712;13.274;1091244;13.273;1046733;13.274;1129173;13.273;1037642;13.274;1047886;13.273;1065995;13.274;1069979;13.273;1106691
13.283;1281124;13.284;1161991;13.284;1055895;13.283;1051667;13.283;1179826;13.283;1220104;13.284;1007538;13.284;1072949;13.284;978300;13.284;1069810;13.283;1022869;13.285;1136657;13.283;1031924;13.285;1064884;13.283;1065499;13.285;1047956;13.284;1090714
13.293;1297653;13.294;1151187;13.295;1067808;13.294;1036758;13.294;1188720;13.294;1220283;13.294;1007473;13.294;1086982;13.294;957827;13.295;1064424;13.294;1039231;13.295;1104307;13.294;1029358;13.295;1102544;13.294;1085860;13.295;1056825;13.294;1081640
13.304;1274566;13.305;1135623;13.305;1082282;13.304;1014238;13.304;1212632;13.304;1208299;13.305;1001145;13.305;1055648;13.305;954891;13.305;1052079;13.304;1083973;13.306;1106393;13.304;1029559;13.306;1073683;13.305;1080331;13.306;1068167;13.304;1063410
13.314;1266847;13.315;1149803;13.316;1068262;13.315;1007417;13.315;1180030;13.315;1233057;13.315;1013876;13.315;1024807;13.315;965923;13.316;1062671;13.315;1064460;13.316;1085476;13.315;1003811;13.316;1047140;13.315;1094205;13.316;1026698;13.315;1052467
13.324;1262277;13.326;1144800;13.326;1050275;13.325;1051143;13.325;1195958;13.325;1257205;13.326;1024788;13.326;1071958;13.326;968763;13.326;1094010;13.325;1049855;13.327;1065408;13.325;1032811;13.327;1049417;13.326;1103640;13.327;1073838;13.325;1058391
13.335;1268597;13.336;1150837;13.337;1064396;13.336;1026726;13.336;1167215;13.336;1259180;13.336;1012515;13.336;1057233;13.336;953257;13.337;1056991;13.336;1076203;13.337;1092919;13.335;1029772;13.337;1050963;13.336;1097972;13.337;1078948;13.336;1057465
13.345;1278147;13.347;1128297;13.347;1035420;13.346;1044867;13.346;1206300;13.346;1265036;13.347;999930;13.347;1029501;13.347;929026;13.347;1056773;13.346;1016915;13.348;1090671;13.346;1014569;13.348;1064475;13.347;1117992;13.348;1019888;13.346;1041153
13.356;1260780;13.357;1151479;13.358;1042804;13.357;1060185;13.357;1198679;13.357;1240322;13.357;978181;13.357;1055033;13.357;937745;13.358;1059001;13.357;1047845;13.358;1077185;13.356;1021357;13.358;1045039;13.357;1070655;13.358;1061849;13.357;1065058
13.366;1283556;13.367;1113683;13.368;1044461;13.367;1077060;13.367;1168275;13.367;1252655;13.368;999246;13.367;1034196;13.368;938473;13.368;1044603;13.367;1073958;13.369;1100332;13.367;1030229;13.369;1046266;13.368;1102399;13.369;1086489;13.367;1042625
13.377;1282541;13.378;1172846;13.379;1071571;13.378;1057843;13.378;1178493;13.378;1239195;13.378;1017203;13.378;1021564;13.378;933227;13.379;1075179;13.378;1095326;13.379;1097474;13.377;1023661;13.379;1064051;13.378;1105702;13.379;1065815;13.378;1060469
13.387;1272591;13.388;1119617;13.389;1036152;13.388;1030477;13.388;1180099;13.388;1256980;13.389;1022375;13.388;1029481;13.388;926276;13.389;1079909;13.388;1098886;13.389;1071215;13.388;1026447;13.390;1047179;13.389;1101384;13.390;1076408;13.388;1051435
13.409;1253232;13.410;1145692;13.411;1045835;13.410;1032703;13.410;1198695;13.410;1231567;13.411;993100;13.410;1029246;13.410;916068;13.411;1044865;13.410;1057150;13.411;1099482;13.410;991009;13.411;1038599;13.411;1100461;13.411;1015382;13.410;1022751
13.420;1256791;13.421;1158375;13.421;1040433;13.420;1029058;13.421;1189201;13.420;1192745;13.421;1054995;13.421;1013269;13.421;930489;13.421;1039414;13.421;1053131;13.422;1111204;13.420;977691;13.422;1051747;13.421;1126979;13.422;1048706;13.421;1021674
13.430;1221419;13.431;1142457;13.432;1071464;13.431;1069409;13.431;1204749;13.431;1232365;13.431;1012927;13.431;992440;13.431;914283;13.432;1077535;13.431;1034161;13.432;1103054;13.431;993658;13.432;1062624;13.432;1087768;13.432;1006879;13.431;1013514
13.441;1225259;13.442;1189293;13.442;1050960;13.441;1040860;13.441;1155373;13.441;1194104;13.442;1029750;13.442;1003857;13.442;946926;13.442;1057482;13.442;1064356;13.443;1119744;13.441;1020168;13.443;1083820;13.442;1107538;13.443;1028406;13.442;975734
13.451;1236575;13.452;1183464;13.453;1037685;13.452;1064268;13.452;1164599;13.452;1205637;13.452;1008682;13.452;1040506;13.452;955690;13.453;1049735;13.452;1053746;13.453;1100140;13.452;1010599;13.453;1077379;13.452;1102137;13.453;1085944;13.452;1012322
13.462;1243060;13.463;1142489;13.463;1062509;13.462;1049894;13.462;1192489;13.462;1219498;13.463;1002888;13.463;1021680;13.463;933826;13.463;998077;13.463;1034184;13.464;1109293;13.462;994211;13.464;1052682;13.463;1076296;13.464;1053597;13.463;1040337
13.472;1224951;13.473;1132804;13.474;1068558;13.473;1032350;13.473;1165829;13.473;1232964;13.473;982525;13.473;991486;13.473;956922;13.474;1006199;13.473;1056328;13.474;1113210;13.473;1006473;13.474;1062223;13.473;1066630;13.474;1051008;13.473;1019141
13.483;1235184;13.484;1146202;13.484;1051015;13.483;1065006;13.483;1172610;13.483;1208691;13.484;1030285;13.484;1018393;13.484;939537;13.484;1019449;13.484;1037384;13.485;1106570;13.483;970154;13.485;1057487;13.484;1103185;13.485;1033651;13.484;1011745
13.493;1223526;13.494;1145656;13.495;1055804;13.494;1035107;13.494;1169938;13.494;1205419;13.494;1018872;13.494;1011305;13.494;936078;13.495;1012579;13.494;1032826;13.495;1081217;13.494;996993;13.495;1035201;13.494;1061470;13.495;997421;13.494;1021497
13.503;1234815;13.505;1109229;13.505;1012796;13.504;1049695;13.504;1201955;13.504;1216563;13.505;995386;13.505;1018349;13.505;935827;13.505;1024562;13.504;1060544;13.506;1096174;13.504;990125;13.506;1060022;13.505;1092704;13.506;1015086;13.504;1005107
13.514;1233592;13.515;1136827;13.516;1071641;13.515;1023837;13.515;1168684;13.515;1222079;13.515;1003849;13.515;1043867;13.515;925065;13.516;1054349;13.515;1031343;13.516;1071011;13.515;980665;13.516;1044444;13.515;1068400;13.516;995849;13.515;1013335
13.524;1201196;13.526;1123313;13.526;1057014;13.525;1039113;13.525;1157416;13.525;1208584;13.526;996478;13.526;1037317;13.526;920248;13.526;1061705;13.525;1034511;13.527;1039293;13.525;1013285;13.527;1028171;13.526;1105225;13.527;1035822;13.525;999132
13.535;1223790;13.536;1166542;13.537;1064871;13.536;1050190;13.536;1163448;13.536;1206323;13.536;997608;13.536;1009704;13.536;907908;13.537;1028851;13.536;1022942;13.537;1073803;13.536;1002860;13.537;1010258;13.536;1059843;13.537;1018398;13.536;1025905
13.545;1255451;13.547;1126218;13.547;1070162;13.546;1041279;13.546;1151835;13.546;1214265;13.547;965725;13.547;1018103;13.547;925879;13.547;1009397;13.546;1012149;13.548;1097861;13.546;1007413;13.548;1022259;13.547;1050521;13.548;997609;13.546;1013280
13.556;1185385;13.557;1098919;13.558;1059506;13.557;1031840;13.557;1148463;13.557;1224510;13.557;962644;13.557;1010541;13.557;871806;13.558;1022707;13.557;1033487;13.558;1062270;13.557;1003392;13.558;1030646;13.557;1067435;13.558;990020;13.557;1008019
13.566;1194237;13.567;1072559;13.568;1076549;13.567;1002828;13.567;1167918;13.567;1215707;13.568;957354;13.567;987202;13.567;872892;13.568;1010232;13.567;1027919;13.569;1058138;13.567;986591;13.569;999553;13.568;1061105;13.569;1057366;13.567;1018979
13.577;1176670;13.578;1115311;13.579;1069041;13.578;1018268;13.578;1180563;13.578;1183421;13.578;994692;13.578;986324;13.578;922027;13.578;1042910;13.578;1040090;13.579;1065896;13.578;959605;13.579;998313;13.578;1034696;13.579;1026053;13.578;995140
13.587;1200618;13.588;1106952;13.589;1053835;13.588;1017899;13.588;1156148;13.588;1220098;13.589;989927;13.588;1011715;13.588;938470;13.589;1013876;13.588;1021552;13.589;1058225;13.588;1007096;13.590;1011708;13.589;1035716;13.590;993040;13.588;1004279
13.598;1247535;13.599;1120724;13.600;1011832;13.599;988098;13.599;1166600;13.599;1218514;13.599;952937;13.599;984138;13.599;911054;13.599;1021220;13.599;1025890;13.600;1094465;13.599;1000151;13.600;1004840;13.599;1042985;13.600;991103;13.599;996372
13.608;1191477;13.609;1105836;13.610;1055555;13.609;994947;13.609;1187311;13.609;1214743;13.610;951750;13.609;968678;13.609;903037;13.610;1034157;13.609;1014436;13.610;1054800;13.609;963068;13.611;1020486;13.610;1088242;13.611;1025433;13.609;981043
13.619;1226241;13.620;1107889;13.620;1045919;13.620;1025241;13.620;1163793;13.619;1190375;13.620;956065;13.620;1000045;13.620;906698;13.620;1031565;13.620;1019629;13.621;1056266;13.620;981931;13.621;1003620;13.620;1084808;13.621;1014873;13.620;1007532
13.629;1212513;13.630;1083706;13.631;1060705;13.630;1030803;13.630;1161059;13.630;1216089;13.630;954751;13.630;992787;13.630;911521;13.631;1016874;13.630;1007585;13.631;1097860;13.630;985917;13.631;1042729;13.631;1084944;13.631;1018959;13.630;1010377
13.640;1202454;13.641;1100233;13.641;1058666;13.640;1023505;13.641;1168986;13.640;1182102;13.641;947506;13.641;1003024;13.641;887145;13.641;999495;13.641;1007327;13.642;1065375;13.641;985872;13.642;1018276;13.641;1075440;13.642;1003825;13.641;1001845
13.662;1236972;13.663;1069913;13.663;1005581;13.662;977425;13.662;1125653;13.662;1179002;13.663;953571;13.663;977025;13.663;892287;13.663;993885;13.663;980097;13.664;1057851;13.663;985977;13.664;1003636;13.663;1041427;13.664;999823;13.663;998988
13.672;1242258;13.673;1087321;13.674;1050511;13.673;976372;13.673;1119817;13.673;1143821;13.673;937164;13.673;996194;13.673;894262;13.674;999200;13.673;939860;13.674;1094656;13.673;978119;13.674;1010762;13.673;1051195;13.674;1009695;13.673;1016356
13.683;1246711;13.684;1072385;13.684;1057942;13.683;979784;13.683;1142527;13.683;1125479;13.684;940050;13.684;999773;13.684;904736;13.684;986091;13.684;993926;13.685;1057534;13.684;986523;13.685;989016;13.684;1042443;13.685;1002280;13.684;1003349
13.693;1221647;13.694;1062702;13.695;1048719;13.694;987631;13.694;1126093;13.694;1158008;13.694;935110;13.694;998836;13.694;893460;13.695;970997;13.694;997112;13.695;1088599;13.694;955475;13.695;1011358;13.694;1043856;13.695;1025211;13.694;1012318
13.703;1265288;13.705;1096023;13.705;1051850;13.704;989460;13.704;1135882;13.704;1150802;13.705;943980;13.705;1006145;13.705;902908;13.705;985970;13.705;997589;13.706;1097798;13.704;947716;13.706;988791;13.705;1046059;13.706;1001401;13.704;1010723
13.714;1215094;13.715;1081345;13.716;1058196;13.715;970061;13.715;1152399;13.715;1165335;13.715;919734;13.715;999374;13.715;871602;13.716;1040383;13.715;1002187;13.716;1083363;13.715;944854;13.716;996418;13.715;1067506;13.716;1039533;13.715;986079
13.724;1225663;13.726;1073130;13.726;1015766;13.725;958639;13.725;1152950;13.725;1148733;13.726;953973;13.726;1002529;13.726;865083;13.726;1007065;13.726;986264;13.727;1072413;13.725;933087;13.727;1016306;13.726;1036251;13.727;1049387;13.725;1011371
13.735;1208407;13.736;1088889;13.737;1026538;13.736;989984;13.736;1116519;13.736;1186917;13.736;963266;13.736;986236;13.736;866286;13.737;984118;13.736;985707;13.737;1046174;13.736;941977;13.737;988403;13.736;1014317;13.737;1012772;13.736;1003421
13.745;1199846;13.747;1095705;13.747;1001437;13.746;989215;13.746;1115233;13.746;1132297;13.747;936854;13.746;996786;13.747;892097;13.747;993998;13.746;984652;13.748;1083091;13.746;964503;13.748;964400;13.747;1050040;13.748;997767;13.746;981564
13.756;1171881;13.757;1101693;13.758;1041232;13.757;979989;13.757;1142597;13.757;1176046;13.757;939278;13.757;1007332;13.757;900399;13.758;970621;13.757;948832;13.758;1082287;13.757;954250;13.758;974278;13.757;1012663;13.758;1024105;13.757;969842
13.766;1176276;13.768;1065617;13.768;1030919;13.767;1032102;13.767;1144506;13.767;1178950;13.768;942747;13.767;981114;13.767;895098;13.768;990632;13.767;976318;13.769;1073207;13.767;956194;13.769;974859;13.768;1011992;13.769;1004913;13.767;957496
13.777;1169258;13.778;1065412;13.779;1032643;13.778;982357;13.778;1106247;13.778;1160455;13.778;949515;13.778;968991;13.778;890974;13.778;961717;13.778;994379;13.779;1060829;13.778;935880;13.779;981287;13.778;1042393;13.779;1029541;13.778;968510
13.787;1183873;13.788;1038811;13.789;1014971;13.788;1013095;13.788;1148562;13.788;1170534;13.789;971877;13.788;949476;13.788;881127;13.789;992818;13.788;968383;13.789;1045004;13.788;964920;13.790;943976;13.789;1051300;13.790;1007820;13.788;976801
13.798;1221268;13.799;1068327;13.800;1039662;13.799;1033864;13.799;1133065;13.798;1174294;13.799;977478;13.799;978706;13.799;868137;13.799;940443;13.799;955614;13.800;1039498;13.799;930659;13.800;969963;13.799;1034927;13.800;987661;13.799;972790
13.808;1188802;13.809;1088720;13.810;1048236;13.809;1027137;13.809;1110307;13.809;1168693;13.810;948721;13.809;987908;13.809;891085;13.810;985823;13.809;970779;13.810;1054965;13.809;935670;13.810;948326;13.810;998101;13.811;997976;13.809;955428
13.819;1222704;13.820;1068234;13.821;1023243;13.819;1012706;13.820;1114887;13.819;1130027;13.820;948241;13.820;974686;13.820;900712;13.820;959388;13.820;975782;13.821;1063876;13.820;948134;13.821;956788;13.820;1008644;13.821;980779;13.820;950981
13.829;1199575;13.830;1059890;13.831;1033635;13.830;1003436;13.830;1121177;13.830;1141168;13.830;935312;13.830;983146;13.830;885035;13.831;951355;13.830;960140;13.831;1090131;13.830;935768;13.831;946009;13.830;1011393;13.831;978620;13.830;946536
13.840;1190077;13.841;1081747;13.842;1021739;13.840;1008010;13.840;1116901;13.840;1139742;13.841;922438;13.841;980241;13.841;871573;13.841;986280;13.841;949624;13.842;1054063;13.841;962928;13.842;959859;13.841;1011441;13.842;998070;13.841;974426
13.850;1217201;13.851;1035561;13.852;1028872;13.851;977623;13.851;1134061;13.851;1108146;13.851;937538;13.851;973684;13.851;879387;13.852;961292;13.851;968031;13.852;1051105;13.851;955824;13.852;966785;13.851;980185;13.852;975160;13.851;972566
13.861;1161237;13.862;1055294;13.863;1041649;13.861;946095;13.861;1126664;13.861;1100207;13.862;931193;13.862;960878;13.862;873193;13.862;999298;13.862;971671;13.863;1055798;13.862;950924;13.863;963111;13.862;1014610;13.863;962848;13.862;963344
13.871;1142114;13.872;1037995;13.873;1029409;13.872;934450;13.872;1106365;13.872;1133275;13.872;935480;13.872;969023;13.872;883580;13.873;966159;13.872;958679;13.873;1035628;13.872;957178;13.873;969796;13.872;1006790;13.873;982083;13.872;965956
13.882;1162916;13.883;1028376;13.884;1037185;13.882;948901;13.882;1117361;13.882;1132693;13.883;914916;13.883;959698;13.883;881784;13.883;972624;13.883;937052;13.884;1065608;13.883;965163;13.884;943475;13.883;1006074;13.884;995891;13.883;964216
13.892;1143191;13.893;1053455;13.894;1014253;13.893;961742;13.893;1102799;13.893;1150372;13.893;967538;13.893;952236;13.893;889164;13.894;991594;13.893;939081;13.894;1043969;13.893;929030;13.894;905201;13.893;1008869;13.894;991586;13.893;936129
13.914;1170947;13.915;989151;13.916;1008006;13.915;957148;13.915;1074436;13.915;1163660;13.915;909179;13.915;956437;13.915;884119;13.916;970670;13.915;936571;13.916;1014252;13.915;904114;13.916;938809;13.915;990340;13.916;968869;13.915;951874
13.924;1177185;13.926;982841;13.927;988103;13.925;934838;13.925;1086217;13.925;1129978;13.926;930614;13.926;961177;13.926;881062;13.926;957562;13.925;947018;13.927;1032956;13.925;946099;13.927;929191;13.926;977976;13.927;970981;13.925;986331
13.935;1147323;13.936;1006471;13.937;1005570;13.936;957302;13.936;1127609;13.936;1144225;13.936;928997;13.936;942964;13.936;848949;13.937;962340;13.936;932025;13.937;1027812;13.936;925851;13.937;959221;13.936;981929;13.937;944154;13.936;963072
13.945;1176090;13.947;1016966;13.948;1002978;13.946;943914;13.946;1108760;13.946;1115434;13.947;911769;13.946;957612;13.946;882023;13.947;965388;13.946;951009;13.948;1013852;13.946;946588;13.948;946682;13.947;964761;13.948;962835;13.946;971837
13.956;1181911;13.957;1010476;13.958;996606;13.957;951632;13.957;1089338;13.957;1106151;13.957;889727;13.957;959922;13.957;857851;13.958;994705;13.957;959215;13.958;1037446;13.957;941181;13.958;940814;13.957;1002129;13.958;919980;13.957;951308
13.966;1193447;13.967;987932;13.969;968968;13.967;938396;13.967;1110232;13.967;1098302;13.968;894838;13.967;949061;13.967;880048;13.968;975664;13.967;940368;13.969;1034327;13.967;964185;13.969;942518;13.968;982272;13.969;917067;13.967;986087
13.977;1149464;13.978;987405;13.979;993707;13.978;965941;13.978;1089522;13.978;1166737;13.978;917993;13.978;942915;13.978;862845;13.979;982018;13.978;949496;13.979;1009832;13.978;959669;13.979;962638;13.978;961443;13.979;945395;13.978;960262
13.987;1152345;13.988;1008670;13.990;1000680;13.988;950219;13.988;1105693;13.988;1090588;13.989;902027;13.988;943003;13.988;886089;13.989;992872;13.988;946000;13.989;1013449;13.988;942855;13.990;932280;13.989;999581;13.990;965125;13.988;931354
13.998;1125404;13.999;991740;14.000;998466;13.999;938972;13.999;1101396;13.998;1103547;13.999;881338;13.999;966029;13.999;885386;14.000;989344;13.999;948131;14.000;1037190;13.999;960060;14.000;925832;13.999;954838;14.000;939565;13.999;979370
14.008;1140210;14.009;997341;14.010;994578;14.009;946712;14.009;1093463;14.009;1101728;14.010;900790;14.009;938291;14.009;859481;14.010;957783;14.009;942174;14.010;1021913;14.009;961153;14.010;915675;14.010;969235;14.011;956949;14.009;948780
14.019;1139870;14.020;989601;14.021;976252;14.019;931501;14.020;1076291;14.019;1126266;14.020;896492;14.020;954234;14.020;850949;14.021;962049;14.020;938417;14.021;969630;14.020;927774;14.021;918624;14.020;974729;14.021;934922;14.020;948440
14.029;1154116;14.030;972289;14.031;972112;14.030;939488;14.030;1073640;14.030;1110465;14.030;898083;14.030;937281;14.030;865181;14.031;958835;14.030;929345;14.031;1048247;14.030;942275;14.031;916107;14.030;994615;14.032;945603;14.030;964650
14.040;1184656;14.041;990000;14.042;973982;14.040;932253;14.040;1060909;14.040;1109100;14.041;897640;14.041;884309;14.041;851259;14.041;976372;14.041;967831;14.042;1003514;14.041;925491;14.042;921354;14.041;983857;14.042;952862;14.041;955741
14.050;1152050;14.051;962378;14.052;961941;14.051;915353;14.051;1081132;14.051;1146230;14.051;885408;14.051;929191;14.051;824698;14.052;947140;14.051;951090;14.052;1052353;14.051;924191;14.052;880682;14.051;969729;14.053;962290;14.051;934440
14.061;1183399;14.062;959209;14.063;974697;14.061;910077;14.061;1098742;14.061;1137026;14.062;871520;14.062;959602;14.062;827530;14.063;962851;14.062;930500;14.063;1062197;14.062;923497;14.063;916503;14.062;985019;14.063;935138;14.062;924456
14.071;1137577;14.072;966347;14.073;996200;14.072;899476;14.072;1091470;14.072;1119817;14.072;884550;14.072;946610;14.072;843812;14.073;941948;14.072;924668;14.073;1049742;14.072;906622;14.073;899245;14.072;969467;14.074;946904;14.072;944007
14.082;1107311;14.083;984779;14.084;956014;14.082;913908;14.082;1062010;14.082;1118528;14.083;900662;14.083;977562;14.083;829392;14.084;969769;14.083;916153;14.084;1024749;14.083;891807;14.084;916910;14.083;968763;14.084;950093;14.083;916065
14.092;1116373;14.093;970931;14.094;950332;14.093;878739;14.093;1097478;14.093;1136433;14.093;860353;14.093;934427;14.093;844949;14.094;939654;14.093;898434;14.094;1008901;14.093;856237;14.094;894877;14.093;1007814;14.095;935834;14.093;942110
14.102;1123025;14.104;1005552;14.105;962112;14.103;924388;14.103;1067299;14.103;1074720;14.104;889697;14.104;932807;14.104;824920;14.105;919230;14.104;896310;14.105;1000464;14.103;885033;14.105;925151;14.104;980986;14.105;914302;14.104;937349
14.113;1111628;14.114;960984;14.115;946036;14.114;929391;14.114;1070513;14.114;1090119;14.114;867363;14.114;900922;14.114;843460;14.115;943772;14.114;893907;14.115;1010154;14.114;897555;14.115;929406;14.114;974640;14.116;911624;14.114;919748
14.123;1137555;14.125;947389;14.126;955807;14.124;921642;14.124;1054348;14.124;1137395;14.125;881849;14.125;932642;14.125;812552;14.125;930279;14.125;933047;14.126;1004198;14.124;899833;14.126;908739;14.125;979363;14.126;918336;14.125;943481
14.134;1117077;14.135;958143;14.136;960232;14.135;932322;14.135;1056665;14.135;1087481;14.135;900356;14.135;876183;14.135;824081;14.136;926955;14.135;925269;14.136;987980;14.135;879345;14.136;909422;14.135;977711;14.137;909993;14.135;931201
14.144;1114754;14.146;951418;14.147;967874;14.145;919699;14.145;1066661;14.145;1099232;14.146;883165;14.145;909584;14.146;843723;14.146;943786;14.145;915055;14.147;1008894;14.145;897029;14.147;904464;14.146;983077;14.147;888385;14.146;938031
14.166;1116831;14.167;956552;14.169;934847;14.167;890656;14.167;1079223;14.167;1060263;14.168;873849;14.167;905061;14.167;828263;14.168;917687;14.167;923823;14.168;971486;14.167;884353;14.169;913140;14.168;964025;14.169;911181;14.168;894042
14.177;1129575;14.178;961270;14.179;930619;14.178;900592;14.178;1084053;14.177;1035147;14.178;858250;14.178;915556;14.178;872163;14.179;933728;14.178;934617;14.179;1005784;14.178;883598;14.179;909304;14.178;983375;14.180;906013;14.178;890822
14.187;1095970;14.188;975456;14.190;933496;14.188;922143;14.188;1064089;14.188;1052733;14.189;852410;14.188;904380;14.188;870885;14.189;897018;14.188;929081;14.189;987570;14.188;893623;14.189;907606;14.189;945729;14.190;920327;14.189;914368
14.198;1087537;14.199;952859;14.200;927381;14.198;905416;14.199;1061165;14.198;1068211;14.199;879665;14.199;912454;14.199;861038;14.200;909110;14.199;917219;14.200;989758;14.199;892201;14.200;910469;14.199;960823;14.201;910838;14.199;915190
14.208;1079382;14.209;950799;14.210;941672;14.209;915763;14.209;1101222;14.209;1077881;14.210;879636;14.209;879538;14.209;838772;14.210;935020;14.209;905927;14.210;1013588;14.209;861634;14.210;886275;14.210;964352;14.211;896990;14.210;908537
14.219;1059373;14.220;961424;14.221;937313;14.219;907707;14.220;1050195;14.219;1103133;14.220;856401;14.220;873638;14.220;845150;14.221;907874;14.220;926435;14.221;1006676;14.220;898073;14.221;899918;14.220;971204;14.222;901345;14.220;904720
14.229;1082651;14.230;948698;14.231;960005;14.230;911845;14.230;1095457;14.230;1081426;14.230;858568;14.230;880433;14.230;846257;14.231;911367;14.230;914556;14.231;1010030;14.230;875561;14.231;896926;14.230;974101;14.232;887223;14.231;882010
14.240;1077339;14.241;972314;14.242;929958;14.240;889339;14.240;1082874;14.240;1097361;14.241;867054;14.241;875602;14.241;843411;14.242;910455;14.241;907593;14.242;939513;14.241;910942;14.242;888038;14.241;967077;14.242;896972;14.241;895681
14.250;1084560;14.251;958529;14.252;933677;14.251;897771;14.251;1063149;14.251;1069026;14.251;843366;14.251;867975;14.251;841143;14.252;918361;14.251;897466;14.252;1009317;14.251;887792;14.252;898019;14.251;964503;14.253;907176;14.252;879251
14.261;1072756;14.262;980554;14.263;945956;14.262;918798;14.261;1045883;14.261;1065459;14.262;845765;14.262;863580;14.262;832194;14.263;889645;14.262;900990;14.263;997089;14.262;896919;14.263;859757;14.262;961592;14.263;926496;14.262;918623
