Gb1_RT;Gb1;Gb10_RT;Gb10;Gb12_RT;Gb12;Gb13_RT;Gb13;Gb14_RT;Gb14;Gb15_RT;Gb15;Gb16_RT;Gb16;Gb17_RT;Gb17;Gb18_RT;Gb18;Gb19_RT;Gb19;Gb2_RT;Gb2;Gb20_RT;Gb20;Gb21_RT;Gb21;Gb3_RT;Gb3;Gb7_RT;Gb7;Gb8_RT;Gb8;Gb9_RT;Gb9
14.271;1072206;14.272;955915;14.273;935195;14.272;909738;14.272;1078508;14.272;1046464;14.272;850505;14.272;877630;14.272;844347;14.273;869104;14.272;904386;14.273;974485;14.272;882141;14.273;857672;14.272;949265;14.274;914913;14.273;892184
14.282;1028952;14.283;983623;14.284;911461;14.283;896683;14.282;1065611;14.282;1068265;14.283;871035;14.283;845943;14.283;841644;14.284;894138;14.283;904780;14.284;977127;14.283;898640;14.284;856698;14.283;965003;14.284;932707;14.283;894831
14.292;1036583;14.293;960406;14.294;919895;14.293;878474;14.293;1087821;14.293;1056679;14.293;845334;14.293;869377;14.293;840775;14.294;896865;14.293;896295;14.294;1009810;14.293;878274;14.294;852656;14.293;961567;14.295;916165;14.294;870064
14.303;1066439;14.304;963897;14.305;930106;14.303;878215;14.303;1072678;14.303;1056535;14.304;867086;14.304;895240;14.304;821937;14.305;899900;14.304;888575;14.305;986599;14.303;877168;14.305;856767;14.304;951915;14.305;917212;14.304;872698
14.313;1045013;14.314;961966;14.315;902907;14.314;883495;14.314;1076713;14.314;1027276;14.314;851436;14.314;867095;14.314;804378;14.315;914574;14.314;917090;14.315;990477;14.314;879173;14.315;836785;14.314;979826;14.316;938492;14.315;874515
14.324;1056707;14.325;941675;14.326;926669;14.324;887685;14.324;1074666;14.324;1036931;14.325;842946;14.325;886324;14.325;798805;14.326;899888;14.325;899153;14.326;993315;14.324;885928;14.326;874257;14.325;951526;14.326;922709;14.325;837818
14.334;1071396;14.335;952296;14.336;888300;14.335;893642;14.335;1082285;14.335;1036219;14.335;868259;14.335;868774;14.335;842697;14.336;879183;14.335;895287;14.336;981500;14.335;883416;14.336;867850;14.335;927197;14.337;883092;14.335;867019
14.345;1077688;14.346;926558;14.347;891896;14.346;873901;14.345;1078168;14.345;1027349;14.346;877995;14.345;871089;14.346;820054;14.346;881297;14.345;894822;14.347;969762;14.345;855959;14.347;863123;14.346;953526;14.347;875098;14.346;853776
14.355;1044884;14.356;926485;14.357;900434;14.356;854338;14.356;1078357;14.356;1012472;14.356;860420;14.356;858319;14.356;817724;14.357;870968;14.356;870568;14.357;969862;14.356;876006;14.357;859562;14.356;945456;14.358;895971;14.356;880917
14.366;1041896;14.366;908643;14.368;899131;14.367;901620;14.366;1081735;14.366;1035468;14.367;874315;14.366;868726;14.366;810582;14.367;858721;14.366;874025;14.368;985739;14.366;840252;14.368;845043;14.367;931058;14.368;884142;14.367;879716
14.376;1051480;14.377;921315;14.378;919196;14.377;872005;14.377;1067400;14.377;1044459;14.377;869863;14.377;870317;14.377;807770;14.378;878576;14.377;843973;14.378;981872;14.377;861240;14.378;877728;14.377;951888;14.379;904383;14.377;898219
14.387;1047938;14.387;946517;14.389;900124;14.388;900673;14.387;1047411;14.387;1035661;14.388;829836;14.387;862976;14.387;816237;14.388;892428;14.387;854680;14.388;979126;14.387;854368;14.389;849273;14.388;933351;14.389;893152;14.388;893177
14.397;1020114;14.398;937406;14.399;932422;14.398;859523;14.398;1038273;14.397;1028905;14.398;857881;14.398;859938;14.398;807737;14.399;875538;14.398;856456;14.399;951118;14.398;848809;14.399;835480;14.398;928846;14.400;905809;14.398;865222
14.419;1034001;14.420;905959;14.421;914994;14.420;824226;14.420;1000954;14.419;1039914;14.420;832763;14.420;857973;14.420;809106;14.421;880350;14.420;835083;14.421;947723;14.420;840578;14.421;813589;14.420;913191;14.422;869211;14.420;844518
14.429;1047763;14.430;930575;14.431;911026;14.430;882602;14.430;1012353;14.430;1015734;14.430;840954;14.430;855626;14.430;807568;14.431;882101;14.430;834075;14.431;927498;14.430;817378;14.431;829070;14.430;902841;14.432;926933;14.431;873792
14.440;1045774;14.441;924783;14.442;889926;14.441;864105;14.441;1046892;14.440;1041033;14.441;815635;14.441;848607;14.441;800602;14.442;872926;14.441;844987;14.442;997307;14.441;815776;14.442;831437;14.441;923928;14.442;897284;14.441;845937
14.450;1056618;14.451;897654;14.452;918746;14.451;867260;14.451;1037415;14.451;1078685;14.451;849376;14.451;841905;14.451;787561;14.452;899078;14.451;831053;14.452;958161;14.451;811153;14.452;860835;14.451;922467;14.453;919451;14.452;828661
14.461;1049715;14.462;920684;14.463;913956;14.462;879035;14.462;1034198;14.461;1023698;14.462;844986;14.462;833103;14.462;812103;14.463;875884;14.462;837002;14.463;935555;14.462;812724;14.463;817793;14.462;922898;14.463;918166;14.462;868306
14.471;1066400;14.472;897314;14.473;914784;14.472;861137;14.472;1010613;14.472;1002530;14.472;841065;14.472;838345;14.472;805369;14.473;889053;14.472;865034;14.473;929131;14.472;842826;14.473;850517;14.472;914313;14.474;895033;14.473;896604
14.482;1043812;14.483;917863;14.484;916677;14.483;855929;14.482;1000871;14.482;1024819;14.483;867466;14.483;856456;14.483;802140;14.484;877194;14.483;851214;14.484;922976;14.482;806141;14.484;796972;14.483;916332;14.484;863478;14.483;897643
14.492;1031412;14.493;901676;14.494;901783;14.493;851467;14.493;1002336;14.493;1013322;14.493;831936;14.493;840183;14.493;788910;14.494;864057;14.493;843760;14.494;939751;14.493;827769;14.494;845718;14.493;907763;14.495;885390;14.494;889541
14.503;1009885;14.504;891432;14.505;900085;14.504;842259;14.503;997150;14.503;1015243;14.504;827744;14.504;844325;14.504;783580;14.505;879697;14.504;823879;14.505;918409;14.503;846363;14.505;807764;14.504;910800;14.505;886318;14.504;856697
14.513;1050139;14.514;917819;14.515;908597;14.514;849032;14.514;989513;14.514;985411;14.514;834982;14.514;833804;14.514;794474;14.515;862007;14.514;848836;14.515;935316;14.514;827575;14.515;838008;14.514;893592;14.516;887664;14.514;873384
14.524;1047417;14.525;906598;14.526;900051;14.525;821956;14.524;1008310;14.524;1013192;14.525;840416;14.524;864306;14.525;791795;14.526;869266;14.524;864332;14.526;936787;14.524;804933;14.526;843305;14.525;893641;14.526;901895;14.525;882902
14.534;1043976;14.535;904895;14.536;929506;14.535;852656;14.535;997278;14.535;1037168;14.535;842296;14.535;836783;14.535;808333;14.536;855492;14.535;860539;14.536;926329;14.535;825366;14.536;831563;14.535;885726;14.537;863003;14.535;865649
14.545;1050920;14.546;922928;14.547;914963;14.546;847810;14.545;988174;14.545;976295;14.546;835219;14.545;830928;14.545;794308;14.546;865419;14.545;846813;14.547;941455;14.545;818130;14.547;846687;14.546;901541;14.547;875644;14.546;859081
14.555;1038995;14.556;920525;14.557;889742;14.556;876146;14.556;979169;14.556;1009715;14.556;826994;14.556;842337;14.556;775739;14.557;869182;14.556;835308;14.557;907820;14.556;815649;14.557;848337;14.556;879567;14.558;883971;14.556;859324
14.566;1036972;14.566;905198;14.568;920316;14.567;847917;14.566;990278;14.566;999024;14.567;833116;14.566;844392;14.566;796960;14.567;858392;14.566;848344;14.567;933650;14.566;814687;14.568;839979;14.567;879395;14.568;898757;14.567;861930
14.576;1052590;14.577;893941;14.578;899042;14.577;850035;14.577;1014147;14.576;1005123;14.577;841402;14.577;821855;14.577;807112;14.578;867683;14.577;867992;14.578;924720;14.577;822595;14.578;838128;14.577;902796;14.579;874628;14.577;853956
14.587;1060028;14.587;919568;14.589;882287;14.588;838137;14.587;1017490;14.587;996368;14.588;832364;14.587;822959;14.587;785259;14.588;869241;14.587;888854;14.588;905791;14.587;824173;14.589;842254;14.588;878836;14.589;873301;14.588;866640
14.597;1030523;14.598;913791;14.599;905807;14.598;858115;14.598;1017145;14.597;1021637;14.598;845210;14.598;840249;14.598;786104;14.599;885721;14.598;874340;14.599;909062;14.598;851461;14.599;846647;14.598;897139;14.600;867149;14.598;844320
14.608;1032526;14.608;935278;14.609;901050;14.608;870600;14.608;1013917;14.608;1019233;14.608;808519;14.608;826122;14.608;809684;14.609;879077;14.608;866438;14.609;897374;14.608;822481;14.610;830026;14.609;873834;14.610;851665;14.609;880884
14.618;1015794;14.619;904293;14.620;896011;14.619;854350;14.619;981812;14.618;1019267;14.619;807434;14.619;813082;14.619;809085;14.620;890851;14.619;884195;14.620;918741;14.619;832132;14.620;836466;14.619;873609;14.621;899702;14.619;848307
14.628;1028457;14.629;900661;14.630;888959;14.629;850769;14.629;1016747;14.629;1014039;14.629;820440;14.629;818660;14.629;824257;14.630;909856;14.629;837304;14.630;904511;14.629;840323;14.631;820785;14.629;912301;14.631;882540;14.630;861875
14.639;1051292;14.640;936740;14.641;900839;14.640;857887;14.640;1026381;14.639;1032165;14.640;817838;14.640;821332;14.640;805040;14.641;897171;14.640;864875;14.641;949631;14.640;808220;14.641;841828;14.640;887286;14.641;872481;14.640;845042
14.649;1073487;14.650;924684;14.651;898794;14.650;863290;14.650;996335;14.650;1011684;14.650;830317;14.650;848061;14.650;820514;14.651;900869;14.650;854787;14.651;938992;14.650;824791;14.652;833486;14.650;891828;14.652;855307;14.651;862562
14.671;1021546;14.672;915112;14.673;895520;14.672;839617;14.672;980396;14.672;1010060;14.672;835642;14.672;812446;14.672;803705;14.673;885806;14.672;853495;14.673;921782;14.672;822120;14.674;838873;14.672;906990;14.674;907155;14.673;846410
14.682;1062791;14.683;940680;14.684;902641;14.683;868726;14.682;1012481;14.682;1020710;14.683;845646;14.683;858223;14.683;775939;14.684;889314;14.683;840549;14.684;937799;14.682;811732;14.684;842919;14.683;914772;14.684;885598;14.683;861486
14.692;1038910;14.693;955276;14.694;905706;14.693;858457;14.693;998960;14.693;1022098;14.693;849106;14.693;840150;14.693;798595;14.694;898150;14.693;854855;14.694;916975;14.693;812359;14.695;829886;14.693;921347;14.695;887100;14.694;863390
14.703;1019169;14.704;934995;14.705;908298;14.704;861212;14.703;968164;14.703;1009937;14.704;874489;14.704;826574;14.704;782294;14.705;891159;14.704;869420;14.705;954847;14.703;833386;14.705;843671;14.704;884601;14.705;869495;14.704;850571
14.713;1038146;14.714;926171;14.715;901356;14.714;846932;14.714;1005474;14.714;1020225;14.714;860514;14.714;850830;14.714;783868;14.715;890199;14.714;881050;14.715;963484;14.714;854874;14.715;841761;14.714;906860;14.716;884325;14.714;836448
14.724;1022023;14.725;931026;14.726;907871;14.725;838649;14.724;1022394;14.724;1015720;14.725;874819;14.724;846659;14.725;809163;14.725;917588;14.724;882328;14.726;976484;14.724;849997;14.726;806238;14.725;937716;14.726;878195;14.725;861896
14.734;1005197;14.735;926656;14.736;882831;14.735;834778;14.735;996931;14.735;1012762;14.735;864758;14.735;848346;14.735;806932;14.736;914150;14.735;880597;14.736;946962;14.735;794172;14.736;826147;14.735;915749;14.737;904618;14.735;842316
14.745;1044553;14.746;938336;14.747;890386;14.746;861879;14.745;983650;14.745;981668;14.746;848895;14.746;868763;14.746;813113;14.746;891289;14.745;846679;14.747;962846;14.745;835062;14.747;813281;14.746;931246;14.747;891194;14.746;843920
14.755;1022665;14.756;931603;14.757;906711;14.756;896188;14.756;983797;14.756;973028;14.756;838982;14.756;846838;14.756;793593;14.757;900984;14.756;864488;14.757;954903;14.756;814482;14.757;824305;14.756;919694;14.758;920990;14.756;825262
14.766;1016066;14.766;929759;14.768;894887;14.767;913152;14.766;977441;14.766;1012779;14.767;856978;14.767;853242;14.767;804658;14.767;892338;14.766;869858;14.768;977133;14.766;820441;14.768;825282;14.767;890969;14.768;882022;14.767;840599
14.776;1024753;14.777;920541;14.778;886784;14.777;887521;14.777;973410;14.777;981869;14.777;859088;14.777;826403;14.777;800922;14.778;920212;14.777;874549;14.778;959326;14.777;823170;14.778;807470;14.777;956904;14.779;912967;14.777;832375
14.787;1018695;14.787;925395;14.789;876296;14.788;851422;14.787;1010842;14.787;986192;14.788;850780;14.787;845211;14.788;830429;14.788;906955;14.787;875894;14.789;970951;14.787;808432;14.789;801410;14.788;910607;14.789;900764;14.788;812699
14.797;1045584;14.798;921054;14.799;891596;14.798;856698;14.798;990302;14.798;1004265;14.798;843681;14.798;845933;14.798;808451;14.799;885314;14.798;849699;14.799;1004018;14.798;812552;14.799;793292;14.798;927744;14.800;894281;14.798;852148
14.808;1016986;14.808;969609;14.809;892135;14.808;823977;14.808;976454;14.808;984775;14.809;855653;14.808;864332;14.809;783275;14.809;862589;14.808;818418;14.809;943866;14.808;834731;14.810;786034;14.809;913403;14.810;913405;14.809;847203
14.818;1039778;14.819;952868;14.820;872895;14.819;869252;14.819;993907;14.819;1007004;14.819;841345;14.819;864099;14.819;783420;14.820;915627;14.819;822659;14.820;937611;14.819;828524;14.820;797936;14.819;910822;14.821;914734;14.819;829679
14.828;1058370;14.829;937501;14.830;890402;14.829;876073;14.829;1000650;14.829;1018465;14.830;821613;14.830;832848;14.830;808792;14.830;885135;14.829;837790;14.830;942575;14.829;809823;14.831;811467;14.829;907584;14.831;875026;14.830;837311
14.839;1042980;14.840;942504;14.841;917657;14.840;870954;14.840;1004664;14.840;994235;14.840;844863;14.840;836238;14.840;791524;14.841;912783;14.840;870765;14.841;975588;14.840;824943;14.841;800060;14.840;924145;14.841;852320;14.840;851001
14.849;1026866;14.850;947981;14.851;923280;14.850;863976;14.850;988215;14.850;993950;14.851;846941;14.851;838046;14.851;788884;14.851;900823;14.850;850881;14.851;943717;14.850;822875;14.852;817544;14.850;933399;14.852;872259;14.851;852219
14.860;1070591;14.861;940724;14.862;902992;14.861;856869;14.861;991717;14.861;976939;14.861;836227;14.861;862980;14.861;807050;14.862;891272;14.861;853519;14.862;898055;14.861;821833;14.862;833591;14.861;912866;14.862;853495;14.861;832937
14.870;1065494;14.871;948992;14.872;897577;14.871;859381;14.871;983505;14.871;979659;14.871;821655;14.872;845561;14.872;807077;14.872;878305;14.871;838007;14.872;938772;14.871;830901;14.873;819252;14.871;917026;14.873;874407;14.872;834754
14.881;1045586;14.882;941848;14.883;916865;14.882;861047;14.881;985477;14.882;954282;14.882;854099;14.882;839834;14.882;805979;14.883;926497;14.882;843904;14.883;942594;14.881;838990;14.883;828636;14.882;921991;14.883;856131;14.882;845772
14.891;1054423;14.892;926853;14.893;922072;14.892;858057;14.892;970950;14.892;985871;14.892;864733;14.892;860944;14.893;828192;14.893;915247;14.892;850574;14.893;935597;14.892;840035;14.894;823030;14.892;922573;14.894;877404;14.893;835794
14.902;1042501;14.903;918049;14.904;919916;14.903;862865;14.902;960584;14.903;1018900;14.903;848465;14.903;856137;14.903;802336;14.904;911374;14.903;831635;14.904;954287;14.902;826773;14.904;813869;14.903;921140;14.904;878741;14.903;849468
14.924;1022193;14.925;927082;14.926;888104;14.925;843235;14.924;969552;14.925;1052617;14.925;836245;14.925;823465;14.925;792422;14.925;931131;14.924;852466;14.926;920632;14.924;822018;14.926;833436;14.925;901403;14.926;850821;14.925;846810
14.934;1026374;14.935;927010;14.936;893687;14.935;876529;14.935;965200;14.935;995519;14.935;865242;14.935;851228;14.936;802764;14.936;938861;14.935;858141;14.936;981619;14.935;836059;14.936;830386;14.935;901578;14.937;868198;14.935;850956
14.945;1016097;14.946;937448;14.947;893277;14.946;860634;14.945;1003454;14.945;1001006;14.946;866104;14.946;877266;14.946;789019;14.946;931081;14.945;871608;14.947;962680;14.945;847455;14.947;837652;14.946;935675;14.947;869034;14.946;859606
14.955;1055979;14.956;931489;14.957;936571;14.956;849879;14.956;984376;14.956;1016778;14.956;853807;14.956;880291;14.957;809713;14.957;938803;14.956;842672;14.957;956597;14.956;848710;14.957;839167;14.956;933827;14.958;872347;14.956;844188
14.966;1043498;14.966;920938;14.968;941698;14.967;866779;14.966;1014684;14.966;981500;14.967;879153;14.967;879666;14.967;797540;14.967;916147;14.966;837145;14.968;950468;14.966;860592;14.968;852556;14.967;939552;14.968;872209;14.967;863745
14.976;990692;14.977;900512;14.978;889519;14.977;860131;14.977;973926;14.977;990914;14.977;842219;14.977;865206;14.977;802100;14.978;928947;14.977;839590;14.978;959526;14.977;852122;14.978;831566;14.977;903738;14.979;873317;14.977;839180
14.987;1033406;14.987;881911;14.989;913745;14.988;853119;14.987;979597;14.987;1003388;14.988;887052;14.988;825986;14.988;816466;14.988;921258;14.987;855369;14.989;933690;14.987;851415;14.989;848701;14.988;918621;14.989;878563;14.988;883938
14.997;1032856;14.998;903437;14.999;927679;14.998;844790;14.998;994367;14.998;1006743;14.998;844289;14.998;866150;14.998;806554;14.999;924302;14.998;828364;14.999;944088;14.998;842357;14.999;845866;14.998;924214;15.000;839987;14.998;862393
15.008;1066304;15.008;930755;15.009;889737;15.008;849008;15.008;1023833;15.008;1021663;15.009;848569;15.009;836524;15.009;819423;15.009;941125;15.008;852100;15.010;955040;15.008;836720;15.010;863605;15.009;924760;15.010;846857;15.009;860209
15.018;1048535;15.019;946105;15.020;902100;15.019;844282;15.019;995872;15.019;1033357;15.019;837194;15.019;852356;15.019;821403;15.020;920560;15.019;823830;15.020;971756;15.019;859898;15.020;865387;15.019;963167;15.021;858232;15.019;851403
15.028;1029992;15.029;920119;15.030;934523;15.029;842212;15.029;965072;15.029;1006271;15.030;851089;15.030;849486;15.030;799023;15.030;953018;15.029;840817;15.030;952896;15.029;842336;15.031;844307;15.030;942260;15.031;887380;15.030;866142
15.039;1009403;15.040;928296;15.041;909335;15.040;838637;15.040;998080;15.040;1011770;15.040;858468;15.040;855208;15.040;809258;15.041;919319;15.040;849814;15.041;932617;15.040;834818;15.041;860806;15.040;972884;15.041;860046;15.040;863432
15.049;1043729;15.050;941762;15.051;906385;15.050;865421;15.050;993465;15.050;1012404;15.051;846773;15.051;839919;15.051;805224;15.051;924662;15.050;821808;15.051;928536;15.050;852353;15.052;864194;15.051;948575;15.052;864177;15.051;891656
15.060;1034420;15.061;899400;15.062;876206;15.061;833712;15.061;976812;15.061;978856;15.061;869511;15.061;862312;15.061;823717;15.062;927451;15.061;836798;15.062;944151;15.061;838459;15.062;821695;15.061;950414;15.062;867521;15.061;868121
15.070;1041442;15.071;894140;15.072;899715;15.071;855081;15.071;985902;15.071;989937;15.072;860617;15.072;845084;15.072;836340;15.072;913171;15.071;835740;15.072;953808;15.071;836760;15.073;857498;15.072;941264;15.073;891643;15.072;844277
15.081;1049877;15.082;928810;15.083;904031;15.082;871053;15.081;950874;15.082;996832;15.082;858135;15.082;875971;15.082;832374;15.083;931513;15.082;835695;15.083;967981;15.081;829336;15.083;869891;15.082;951957;15.083;851030;15.082;859921
15.091;1014428;15.092;894755;15.093;889076;15.092;871766;15.092;968882;15.092;996989;15.093;873788;15.093;861069;15.093;807367;15.093;961111;15.092;872805;15.093;982202;15.092;817783;15.094;833545;15.093;939369;15.094;875299;15.093;851597
15.102;1036216;15.103;896352;15.104;901902;15.103;833464;15.102;995018;15.103;989803;15.103;873204;15.103;858680;15.103;817659;15.104;932178;15.103;831410;15.104;945389;15.102;810605;15.104;837917;15.103;923682;15.104;895416;15.103;873511
15.112;1032992;15.113;914995;15.114;914687;15.113;865768;15.113;970455;15.113;1029089;15.114;850763;15.113;858683;15.114;825863;15.114;928825;15.113;851252;15.114;934957;15.113;819608;15.115;870541;15.113;917454;15.115;883019;15.113;863167
