Wb1_RT;Wb1;Wb10_RT;Wb10;Wb11_RT;Wb11;Wb12_RT;Wb12;Wb13_RT;Wb13;Wb14_RT;Wb14;Wb15_RT;Wb15;Wb16_RT;Wb16;Wb17_RT;Wb17;Wb2_RT;Wb2;Wb3_RT;Wb3;Wb4_RT;Wb4;Wb5_RT;Wb5;Wb6_RT;Wb6;Wb7_RT;Wb7;Wb8_RT;Wb8
16.103;970908;16.102;858030;16.102;905553;16.103;934687;16.102;971537;16.102;982078;16.103;856862;16.103;864887;16.102;871717;16.102;855535;16.102;908232;16.102;973574;16.101;989069;16.102;835851;16.103;901661;16.103;946537
16.113;986419;16.113;847482;16.113;915546;16.113;911935;16.113;949502;16.113;973497;16.113;889219;16.113;847903;16.112;839818;16.112;865587;16.112;922538;16.112;965334;16.111;984173;16.113;846392;16.113;958118;16.113;935326
16.124;968537;16.123;850385;16.123;914735;16.124;890832;16.123;995779;16.123;949029;16.124;862858;16.124;845972;16.123;854541;16.123;859936;16.123;930416;16.123;942229;16.122;981099;16.123;854874;16.124;934951;16.123;953748
16.134;958837;16.134;833295;16.134;902308;16.134;906242;16.134;969147;16.134;959723;16.134;877835;16.134;850619;16.133;863703;16.133;842124;16.133;904191;16.133;968868;16.132;986213;16.134;864487;16.134;924047;16.134;940073
16.145;991102;16.144;838768;16.144;930010;16.145;896305;16.144;975351;16.144;987084;16.145;851903;16.145;828061;16.144;856026;16.144;821544;16.144;883933;16.144;964049;16.143;979446;16.144;825668;16.145;898230;16.144;975590
16.155;966333;16.155;832623;16.155;910088;16.155;879341;16.155;962364;16.155;969190;16.155;873575;16.155;869945;16.154;850803;16.154;845284;16.154;907539;16.154;942610;16.153;1025984;16.155;852436;16.155;903263;16.155;952924
16.166;992909;16.165;831902;16.165;935312;16.166;896398;16.165;958847;16.165;1006505;16.166;846667;16.166;847915;16.165;863570;16.165;845596;16.165;883114;16.165;950680;16.164;995534;16.165;865037;16.166;914398;16.165;956051
16.188;1002657;16.187;827979;16.187;876445;16.188;905188;16.187;963154;16.187;976928;16.187;847662;16.188;865200;16.187;836116;16.187;845809;16.186;904473;16.187;993445;16.186;981268;16.187;828837;16.188;929873;16.187;942360
16.198;964441;16.197;846369;16.198;890973;16.198;887702;16.198;951134;16.197;984333;16.198;830929;16.198;861702;16.197;840532;16.197;846321;16.197;898731;16.197;967351;16.196;1020874;16.198;835288;16.198;889085;16.198;981163
16.209;1018762;16.208;859806;16.208;879666;16.209;920211;16.208;946785;16.208;973146;16.208;851329;16.209;840672;16.208;864810;16.208;875294;16.207;897307;16.208;988821;16.207;1019990;16.208;840401;16.209;955473;16.208;945708
16.219;967761;16.218;876507;16.219;905441;16.219;910960;16.219;958344;16.218;957798;16.219;854778;16.219;864932;16.218;869162;16.218;900586;16.218;897018;16.218;960491;16.217;1004242;16.219;861284;16.219;940159;16.219;948445
16.230;986614;16.229;888571;16.229;892616;16.229;903815;16.229;955897;16.229;975016;16.229;875349;16.230;833098;16.228;869894;16.229;857641;16.228;890104;16.228;948187;16.228;1004257;16.229;841380;16.230;914891;16.229;939428
16.240;1000465;16.239;881852;16.240;891121;16.240;915691;16.240;976301;16.239;931146;16.240;877991;16.240;858917;16.239;824392;16.239;871260;16.239;906463;16.239;978665;16.238;1009358;16.240;883186;16.240;948608;16.240;934257
16.250;966125;16.250;855958;16.250;894328;16.250;926088;16.250;981724;16.250;989680;16.250;854257;16.250;875371;16.249;853904;16.249;843763;16.249;893624;16.249;968350;16.249;1030436;16.250;848404;16.250;943303;16.250;940961
16.261;966862;16.260;854509;16.260;901231;16.261;935634;16.260;991805;16.260;944352;16.261;864490;16.261;866324;16.260;874856;16.260;861975;16.260;893008;16.260;970693;16.259;1023023;16.261;826002;16.261;942150;16.261;933359
16.271;987727;16.271;851732;16.271;899358;16.271;939100;16.271;958075;16.271;973295;16.271;877282;16.271;867446;16.270;861304;16.270;872540;16.270;897208;16.270;973692;16.270;1012068;16.271;907783;16.271;922903;16.271;938557
16.282;989804;16.281;886754;16.281;923193;16.282;952860;16.281;982909;16.281;942703;16.282;861086;16.282;855743;16.281;863380;16.281;885922;16.281;940730;16.281;1010714;16.280;1011965;16.282;863970;16.282;947167;16.282;941992
16.292;1008089;16.292;865561;16.292;883816;16.292;933433;16.292;984579;16.292;974422;16.292;869308;16.292;885749;16.291;873049;16.291;856674;16.291;916727;16.291;955596;16.290;1014534;16.292;854996;16.292;901973;16.292;983931
16.303;1007602;16.302;846450;16.302;924981;16.303;912623;16.302;957587;16.302;935587;16.303;890498;16.303;882039;16.302;853646;16.302;847690;16.302;918992;16.302;995019;16.301;1054787;16.302;840826;16.303;936170;16.303;987737
16.313;1009300;16.313;866738;16.313;870936;16.313;910551;16.313;963629;16.313;941071;16.313;888129;16.313;860528;16.312;860355;16.312;853543;16.312;892935;16.312;969480;16.311;1013061;16.313;827116;16.313;942263;16.313;966285
16.324;968827;16.323;878409;16.323;856543;16.324;915775;16.323;958923;16.323;971103;16.324;866168;16.324;868908;16.323;864904;16.323;873667;16.323;894804;16.323;993168;16.322;991947;16.323;817574;16.324;925045;16.323;1001849
16.334;979960;16.334;858061;16.334;872147;16.334;935165;16.334;981599;16.334;929024;16.334;888315;16.334;879822;16.333;862060;16.333;894213;16.333;902610;16.333;967590;16.332;1000828;16.334;846083;16.334;904648;16.334;977068
16.345;987830;16.344;888139;16.344;896153;16.345;932548;16.344;963126;16.344;955842;16.345;878475;16.345;855414;16.344;833886;16.344;865775;16.344;907309;16.344;955936;16.343;1016572;16.344;806487;16.345;922108;16.344;977824
16.355;1010343;16.355;866433;16.355;860182;16.355;911923;16.355;988845;16.355;944330;16.355;851666;16.355;871209;16.354;858516;16.354;858386;16.354;872965;16.354;983590;16.353;1010811;16.355;853340;16.355;937263;16.355;960628
16.366;1011910;16.365;900469;16.365;873579;16.366;925290;16.365;942026;16.365;962779;16.366;866746;16.366;838078;16.365;857561;16.365;823038;16.365;905725;16.365;986696;16.364;1034903;16.365;867206;16.366;931858;16.365;947224
16.376;968876;16.376;875046;16.376;865111;16.376;941667;16.376;987406;16.376;970386;16.376;867782;16.376;877688;16.375;847068;16.375;849275;16.375;898542;16.375;958428;16.374;997408;16.376;822049;16.376;945706;16.376;943345
16.387;1020775;16.386;891959;16.386;894050;16.387;950175;16.386;958177;16.386;976180;16.387;863257;16.387;857304;16.386;868317;16.386;860473;16.385;931349;16.386;987001;16.385;983361;16.386;852995;16.387;921234;16.386;946797
16.397;978074;16.397;901027;16.397;874991;16.397;948844;16.397;962272;16.396;946658;16.397;898213;16.397;847266;16.396;865815;16.396;876433;16.396;906592;16.396;1007329;16.395;1001150;16.397;834285;16.397;927054;16.397;967693
16.408;999789;16.407;884291;16.407;863289;16.408;943677;16.407;938531;16.407;965829;16.408;866544;16.408;861310;16.407;872426;16.407;839006;16.406;912523;16.407;985941;16.406;1020652;16.407;834475;16.408;947035;16.407;934699
16.418;984078;16.418;895433;16.418;892894;16.418;928662;16.418;994213;16.417;975122;16.418;886482;16.418;863831;16.417;869323;16.417;846995;16.417;902375;16.417;959345;16.416;979093;16.418;867748;16.418;940302;16.418;955220
16.440;999608;16.440;898924;16.439;908280;16.440;930440;16.440;941564;16.439;1000881;16.440;879878;16.440;853906;16.439;876388;16.439;840300;16.439;859618;16.439;996487;16.438;994992;16.440;826586;16.440;915277;16.440;973063
16.450;968988;16.450;926623;16.450;859382;16.450;943674;16.450;968449;16.450;959373;16.451;875998;16.450;894324;16.449;871915;16.450;852956;16.449;890062;16.449;1000771;16.449;1030861;16.450;854135;16.450;943407;16.450;945291
16.461;995708;16.461;877960;16.460;891015;16.461;926783;16.460;960276;16.460;990208;16.461;907532;16.461;879924;16.460;878372;16.460;852402;16.460;899872;16.460;991718;16.459;1005759;16.461;866254;16.461;939721;16.461;973734
16.471;971569;16.471;882533;16.471;911820;16.471;892574;16.471;980315;16.471;984976;16.472;903003;16.471;875796;16.470;887170;16.471;831734;16.470;898676;16.470;1014208;16.469;1018588;16.471;854557;16.471;958353;16.471;977093
16.482;1000461;16.481;864744;16.481;919482;16.482;928090;16.482;993673;16.481;1000620;16.482;907582;16.482;884449;16.481;881075;16.481;831537;16.481;889028;16.481;977344;16.480;1004953;16.482;865835;16.482;955214;16.482;968233
16.493;994521;16.492;886197;16.492;915531;16.492;923707;16.492;998704;16.492;964648;16.493;877876;16.493;931597;16.491;883127;16.492;833159;16.491;907977;16.491;981773;16.490;1025441;16.492;849191;16.492;936499;16.492;941547
16.503;974657;16.502;894658;16.502;905622;16.503;912395;16.503;1016297;16.502;971382;16.503;887292;16.503;875658;16.502;865922;16.502;861107;16.502;928905;16.502;985025;16.501;1007246;16.502;862404;16.503;969295;16.503;958849
16.514;997775;16.513;878816;16.513;939502;16.513;903064;16.513;984386;16.513;973108;16.514;882744;16.514;879742;16.512;879654;16.513;861005;16.512;902781;16.512;985929;16.511;1010959;16.513;871191;16.513;946523;16.513;952899
16.524;984221;16.523;912005;16.523;905766;16.524;939946;16.524;984905;16.523;968358;16.524;904906;16.524;916227;16.523;870236;16.523;861333;16.523;927563;16.523;987128;16.522;1029983;16.523;866501;16.524;967314;16.523;915870
16.534;994041;16.534;854766;16.534;895887;16.534;933105;16.534;987253;16.534;982830;16.534;891929;16.534;898954;16.533;905669;16.534;878008;16.533;924175;16.533;1013403;16.532;1020564;16.534;892468;16.534;969725;16.534;940836
16.545;1008937;16.544;901889;16.544;902548;16.545;945654;16.544;1007571;16.544;973391;16.545;897468;16.545;902849;16.544;869773;16.544;849578;16.544;902533;16.544;1026256;16.543;1024930;16.544;905970;16.545;967414;16.544;948679
16.555;1020861;16.555;919755;16.555;946218;16.555;967095;16.555;1026874;16.555;1025651;16.555;914549;16.555;952799;16.554;933329;16.554;869643;16.554;945534;16.554;1026930;16.553;1084782;16.555;909005;16.555;1011841;16.555;980340
16.566;1071883;16.565;989958;16.565;969745;16.566;1017193;16.566;1077241;16.565;1081644;16.566;926510;16.566;1000241;16.565;969835;16.565;931759;16.565;989372;16.565;1070931;16.564;1108041;16.565;943927;16.566;1063036;16.565;1027232
16.577;1155261;16.576;1062599;16.576;1073471;16.576;1057050;16.576;1116014;16.576;1164685;16.576;1016298;16.576;1071532;16.575;1066231;16.575;993626;16.575;1040875;16.575;1140600;16.574;1144676;16.576;1006971;16.576;1138895;16.576;1105581
16.587;1241798;16.586;1107708;16.586;1165544;16.587;1181260;16.587;1249694;16.586;1222901;16.587;1099753;16.587;1125641;16.586;1129525;16.586;1088499;16.585;1108369;16.586;1205043;16.585;1286654;16.586;1084578;16.587;1229878;16.586;1190476
16.597;1298974;16.597;1199138;16.597;1238237;16.597;1301828;16.597;1304544;16.596;1332572;16.597;1172602;16.597;1169893;16.596;1218477;16.596;1150187;16.596;1222706;16.596;1316124;16.595;1365752;16.597;1178587;16.597;1313193;16.597;1293108
16.608;1384448;16.607;1287613;16.607;1348027;16.608;1343608;16.608;1464962;16.607;1399751;16.608;1298163;16.608;1289590;16.607;1284840;16.607;1271568;16.606;1295366;16.607;1390068;16.606;1418772;16.607;1253813;16.608;1383635;16.607;1345240
16.618;1515958;16.618;1371499;16.618;1395160;16.618;1406328;16.618;1489353;16.617;1499211;16.618;1326069;16.618;1362257;16.617;1359494;16.617;1298732;16.617;1359211;16.617;1512408;16.616;1519217;16.618;1339450;16.618;1435832;16.618;1455065
16.629;1546128;16.628;1438013;16.628;1445175;16.628;1507316;16.628;1562395;16.628;1530919;16.629;1416022;16.629;1434382;16.627;1397287;16.628;1343604;16.627;1421348;16.628;1548322;16.627;1582637;16.628;1396217;16.629;1541088;16.628;1561750
16.639;1637310;16.639;1511178;16.639;1481150;16.639;1529140;16.639;1595733;16.638;1641046;16.639;1427563;16.639;1502167;16.638;1460487;16.638;1408709;16.638;1442904;16.638;1661239;16.637;1644556;16.639;1448946;16.639;1567981;16.639;1589968
16.650;1613728;16.649;1532826;16.649;1570044;16.649;1583315;16.650;1645877;16.649;1648600;16.650;1459654;16.650;1539174;16.648;1482582;16.649;1454103;16.648;1485367;16.649;1681302;16.648;1682981;16.649;1447758;16.649;1590276;16.649;1612584
16.660;1674751;16.660;1604954;16.659;1564315;16.660;1580273;16.660;1704400;16.659;1690347;16.660;1531261;16.660;1505751;16.659;1541923;16.659;1524738;16.659;1540209;16.659;1676076;16.658;1761033;16.660;1489142;16.660;1620948;16.660;1649561
16.671;1702639;16.670;1605345;16.670;1572253;16.670;1608466;16.671;1708689;16.670;1717139;16.671;1554121;16.671;1572932;16.669;1585038;16.670;1502771;16.669;1568208;16.669;1746389;16.669;1790156;16.670;1525805;16.670;1643787;16.670;1692980
16.693;1760399;16.692;1633656;16.692;1611456;16.692;1601245;16.692;1740901;16.692;1712946;16.693;1503699;16.693;1521101;16.691;1608220;16.692;1532963;16.691;1604184;16.691;1755919;16.690;1795556;16.692;1485866;16.692;1628816;16.692;1669651
16.703;1817261;16.702;1626310;16.702;1637286;16.703;1668137;16.703;1765048;16.702;1694358;16.703;1525066;16.703;1570808;16.702;1601828;16.702;1555568;16.702;1620630;16.702;1774469;16.701;1884522;16.702;1544959;16.703;1742851;16.702;1730820
16.714;1817231;16.713;1674121;16.713;1641500;16.713;1643026;16.713;1809194;16.713;1794326;16.714;1532678;16.714;1571248;16.712;1618720;16.713;1570273;16.712;1624643;16.712;1787106;16.711;1850967;16.713;1543781;16.713;1744431;16.713;1672602
16.724;1833448;16.723;1655083;16.723;1691460;16.724;1709321;16.724;1867006;16.723;1787316;16.724;1544438;16.724;1599834;16.723;1587353;16.723;1635975;16.723;1668691;16.723;1841715;16.722;1845795;16.723;1531563;16.724;1762763;16.723;1700413
16.735;1873019;16.734;1713913;16.734;1740617;16.734;1693082;16.734;1864025;16.734;1851400;16.734;1579154;16.735;1651869;16.733;1577004;16.733;1587528;16.733;1644370;16.733;1831329;16.732;1868038;16.734;1550964;16.734;1759326;16.734;1784369
16.745;1855984;16.744;1699922;16.744;1771787;16.745;1749902;16.745;1902738;16.744;1841601;16.745;1610158;16.745;1683874;16.744;1597536;16.744;1654225;16.744;1681918;16.744;1879894;16.743;1961358;16.744;1569462;16.745;1824190;16.744;1795225
16.756;1943326;16.755;1730737;16.755;1761849;16.755;1763425;16.755;1860358;16.755;1938590;16.755;1635396;16.755;1708041;16.754;1683711;16.754;1692177;16.754;1758064;16.754;1887828;16.753;2022497;16.755;1650061;16.755;1818583;16.755;1809234
16.766;1986451;16.765;1828947;16.765;1788306;16.766;1793870;16.766;1863582;16.765;1925083;16.766;1666512;16.766;1770444;16.765;1718780;16.765;1685920;16.765;1761638;16.765;1936013;16.764;2034770;16.765;1660835;16.766;1913715;16.765;1887325
16.777;1990529;16.776;1814532;16.776;1822241;16.776;1865654;16.776;1981737;16.776;1976048;16.776;1769279;16.776;1800859;16.775;1742308;16.775;1678251;16.775;1757006;16.775;1904792;16.774;2069858;16.776;1675227;16.776;1949925;16.776;1851907
16.787;2060101;16.786;1812244;16.786;1917218;16.787;1886732;16.787;2018962;16.786;1959172;16.787;1780789;16.787;1809534;16.786;1761529;16.786;1744912;16.785;1824610;16.786;2013016;16.785;2117874;16.786;1700708;16.787;2042843;16.786;1917313
16.798;2077794;16.797;1866621;16.797;1809033;16.797;1865139;16.797;2065323;16.796;2027224;16.797;1742043;16.797;1865922;16.796;1836625;16.796;1805271;16.796;1896068;16.796;1993179;16.795;2092726;16.797;1707416;16.797;2012573;16.797;2010861
16.808;2134522;16.807;1848498;16.807;1920102;16.808;1945818;16.808;2080463;16.807;2072025;16.808;1835759;16.808;1883150;16.807;1873944;16.807;1840612;16.806;1937574;16.807;2035117;16.806;2121176;16.807;1778543;16.808;2056593;16.807;2027425
16.818;2137603;16.818;1896869;16.818;1897641;16.818;1936570;16.818;2098056;16.817;2116923;16.818;1848360;16.818;1886978;16.817;1899027;16.817;1850028;16.817;1926190;16.817;2132154;16.816;2151180;16.818;1812851;16.818;2071607;16.818;2056374
16.829;2155579;16.828;1883966;16.828;1976126;16.828;2009985;16.829;2140869;16.828;2197864;16.829;1858919;16.829;1925982;16.827;1898934;16.828;1827797;16.827;1928796;16.828;2107983;16.827;2261499;16.828;1862146;16.829;2094578;16.828;2130350
16.839;2208706;16.839;1905817;16.838;1993638;16.839;2046996;16.839;2143327;16.838;2150675;16.839;1887532;16.839;1925005;16.838;1993561;16.838;1880040;16.838;2024452;16.838;2161206;16.837;2293296;16.839;1878686;16.839;2159656;16.839;2124871
16.850;2237671;16.849;1933838;16.849;1989027;16.849;2060089;16.850;2168512;16.849;2234518;16.850;1963809;16.850;1992744;16.848;1911230;16.849;1886644;16.848;2054638;16.848;2134239;16.848;2258521;16.849;1941713;16.849;2227556;16.849;2189401
16.860;2289165;16.860;2007003;16.859;2086166;16.860;2139802;16.860;2270513;16.859;2300065;16.860;1970749;16.860;1990681;16.859;1976612;16.859;1952433;16.859;2077983;16.859;2175422;16.858;2307511;16.860;1901158;16.860;2208765;16.860;2181366
16.871;2303169;16.870;2069437;16.870;2062128;16.870;2197108;16.871;2319225;16.870;2281600;16.871;1956637;16.871;2026579;16.869;2022032;16.870;1971765;16.869;2112961;16.869;2222075;16.868;2318010;16.870;1962922;16.870;2298880;16.870;2230608
16.881;2342265;16.880;2086148;16.880;2114384;16.881;2219388;16.881;2315939;16.880;2309091;16.881;2024305;16.881;2052307;16.880;2040438;16.880;1976769;16.880;2149420;16.880;2246027;16.879;2340442;16.881;1974115;16.881;2280099;16.881;2226235
16.892;2421231;16.891;2111125;16.891;2222674;16.891;2286805;16.892;2337406;16.891;2349163;16.892;2067000;16.892;2130453;16.890;2039691;16.891;2021977;16.890;2160161;16.890;2311771;16.889;2403776;16.891;1966783;16.891;2386318;16.891;2281673
16.902;2473219;16.901;2202713;16.901;2211038;16.902;2298178;16.902;2446809;16.901;2382527;16.902;2106165;16.902;2161320;16.901;2123666;16.901;2082254;16.901;2218506;16.901;2382357;16.900;2476057;16.901;2035743;16.902;2444721;16.902;2365124
16.913;2521569;16.912;2280347;16.912;2291477;16.912;2298962;16.912;2499661;16.912;2443205;16.913;2185981;16.913;2195900;16.911;2097381;16.912;2151965;16.911;2298153;16.912;2463029;16.910;2488025;16.912;2096158;16.912;2420794;16.912;2483012
