Wb1_RT;Wb1;Wb10_RT;Wb10;Wb11_RT;Wb11;Wb12_RT;Wb12;Wb13_RT;Wb13;Wb14_RT;Wb14;Wb15_RT;Wb15;Wb16_RT;Wb16;Wb17_RT;Wb17;Wb2_RT;Wb2;Wb3_RT;Wb3;Wb4_RT;Wb4;Wb5_RT;Wb5;Wb6_RT;Wb6;Wb7_RT;Wb7;Wb8_RT;Wb8
14.767;928469;14.767;848025;14.767;862415;14.767;940908;14.767;940703;14.767;895011;14.768;824828;14.767;815113;14.766;857612;14.767;843992;14.766;879445;14.766;952997;14.766;996452;14.767;806170;14.767;908309;14.767;952237
14.778;926396;14.778;876540;14.777;881327;14.778;895738;14.778;950801;14.777;920864;14.778;844798;14.778;831076;14.777;862225;14.777;820072;14.777;884130;14.777;913177;14.776;971786;14.777;794675;14.778;937195;14.777;959353
14.788;919750;14.788;864354;14.788;855143;14.788;922512;14.788;936218;14.788;921180;14.789;814392;14.788;818896;14.787;877653;14.788;834706;14.787;891842;14.787;894469;14.787;993613;14.788;804937;14.788;900692;14.788;955696
14.799;930515;14.798;853920;14.798;891805;14.799;905172;14.799;965557;14.798;931752;14.799;862379;14.799;814865;14.798;869101;14.798;867963;14.798;898778;14.798;958646;14.797;978617;14.798;821275;14.799;883782;14.798;930664
14.809;920144;14.809;837759;14.809;890947;14.809;905768;14.809;949657;14.809;942940;14.809;818224;14.810;805086;14.808;848446;14.809;864247;14.808;884489;14.808;961658;14.808;981309;14.809;780543;14.809;911271;14.809;940885
14.820;956170;14.819;854185;14.819;871241;14.820;918156;14.820;915561;14.819;930287;14.820;841692;14.820;814716;14.819;843253;14.819;844275;14.819;877213;14.819;957521;14.818;989771;14.819;784488;14.820;875773;14.819;943461
14.830;931615;14.830;850813;14.830;858768;14.830;893479;14.830;920579;14.830;912354;14.830;830172;14.831;815137;14.829;854412;14.830;838180;14.829;878346;14.829;982397;14.829;970586;14.830;780326;14.830;901243;14.830;960111
14.841;958529;14.840;859801;14.840;865487;14.841;924821;14.841;900228;14.840;894154;14.841;823873;14.841;784247;14.840;850691;14.840;851514;14.840;869365;14.840;957761;14.839;997247;14.840;808215;14.841;885750;14.840;947313
14.851;925160;14.851;847299;14.851;893301;14.851;895925;14.851;918780;14.851;920334;14.851;817350;14.851;784399;14.850;836303;14.851;867818;14.850;893144;14.850;910798;14.850;997681;14.851;792190;14.851;906048;14.851;956239
14.861;957398;14.861;875156;14.861;850130;14.862;899205;14.862;912919;14.861;933631;14.862;821321;14.862;813075;14.861;858071;14.861;841686;14.861;902675;14.861;928032;14.860;981698;14.861;803247;14.861;879388;14.861;921006
14.872;947864;14.872;861750;14.872;849134;14.872;894801;14.872;919817;14.872;955254;14.872;826239;14.872;820259;14.871;836340;14.872;857037;14.871;894803;14.871;928900;14.870;976189;14.872;799854;14.872;887447;14.872;917659
14.882;941652;14.882;869656;14.882;871406;14.882;901938;14.882;956251;14.882;917332;14.883;846193;14.883;803462;14.882;860211;14.882;837725;14.882;888656;14.882;948382;14.881;966388;14.882;771904;14.882;915898;14.882;933347
14.893;974753;14.893;867257;14.893;861176;14.893;907904;14.893;951514;14.892;884516;14.893;820026;14.893;797339;14.892;860729;14.892;823935;14.892;893825;14.892;951119;14.891;987321;14.893;813421;14.893;937387;14.893;928536
14.903;928075;14.903;839760;14.903;847624;14.903;892697;14.903;958289;14.903;915462;14.904;827449;14.904;810689;14.903;846817;14.903;849071;14.903;911721;14.902;950548;14.902;1001739;14.903;830580;14.903;935036;14.903;928387
14.925;946255;14.925;825366;14.925;885881;14.925;899772;14.925;959361;14.925;918298;14.926;811753;14.926;766691;14.924;827739;14.925;789347;14.924;923558;14.924;917513;14.924;1000560;14.925;770542;14.925;930521;14.925;900070
14.936;930754;14.936;857102;14.936;849773;14.936;893382;14.936;986314;14.935;919900;14.936;806231;14.936;817564;14.935;869061;14.935;822419;14.935;918507;14.935;943410;14.934;979029;14.935;828671;14.936;949578;14.936;986280
14.946;929120;14.946;867459;14.946;853331;14.946;881556;14.946;976453;14.946;925504;14.947;831140;14.947;792915;14.945;849539;14.946;807464;14.945;905713;14.945;918318;14.945;982024;14.946;814815;14.946;946202;14.946;962369
14.957;968518;14.957;871448;14.956;871627;14.957;864346;14.957;940111;14.956;952708;14.957;845596;14.957;820339;14.956;854974;14.956;836294;14.956;910982;14.956;958338;14.955;985081;14.957;785845;14.957;936351;14.957;962664
14.967;947447;14.967;863772;14.967;883439;14.967;903591;14.967;935166;14.967;937517;14.968;854170;14.968;832914;14.966;826464;14.967;854420;14.967;888161;14.966;934274;14.966;952524;14.967;801981;14.967;968478;14.967;939994
14.978;945476;14.977;875080;14.977;878103;14.978;905998;14.978;957944;14.977;921944;14.978;838030;14.978;844245;14.977;816682;14.977;842521;14.977;901955;14.977;943062;14.976;1013451;14.978;825451;14.978;956712;14.977;926011
14.988;922843;14.988;854049;14.988;855723;14.988;919229;14.988;939818;14.988;937967;14.988;849085;14.989;779591;14.987;850322;14.988;832936;14.987;934022;14.987;957910;14.987;986775;14.988;829242;14.988;987471;14.988;963818
14.999;914742;14.998;857480;14.998;862513;14.999;885920;14.999;961227;14.998;938831;14.999;836950;14.999;798388;14.998;829857;14.998;846258;14.998;903246;14.998;948149;14.997;956873;14.999;817397;14.999;951438;14.998;954023
15.009;965983;15.009;849731;15.009;873470;15.009;903183;15.009;953809;15.009;937977;15.009;860872;15.010;806329;15.008;844014;15.009;854469;15.008;941878;15.008;937913;15.008;992519;15.009;817619;15.009;942853;15.009;942273
15.020;948250;15.019;878474;15.019;877420;15.020;922907;15.020;971283;15.019;951851;15.020;863096;15.020;813819;15.019;840866;15.019;841064;15.019;912037;15.019;924635;15.018;995146;15.019;833275;15.020;928191;15.019;963206
15.030;950001;15.030;871979;15.030;894505;15.030;884427;15.030;976381;15.030;966340;15.030;833500;15.031;852801;15.029;850850;15.030;820393;15.029;905605;15.029;933545;15.029;978107;15.030;800452;15.030;949037;15.030;982470
15.041;959538;15.040;888540;15.040;848603;15.041;883153;15.041;974584;15.040;941870;15.041;833934;15.041;828681;15.040;843134;15.040;836711;15.040;884346;15.040;944496;15.039;973455;15.041;808985;15.041;952465;15.040;998958
15.051;937689;15.051;880368;15.051;878121;15.051;873110;15.051;953132;15.051;946648;15.051;804732;15.052;802126;15.050;844240;15.051;845222;15.050;902577;15.050;940001;15.050;952308;15.051;797046;15.051;941641;15.051;966719
15.062;962298;15.061;845122;15.061;865846;15.061;890004;15.062;981590;15.061;918713;15.062;831727;15.062;805107;15.061;861467;15.061;844405;15.061;885235;15.061;978596;15.060;997991;15.062;817629;15.061;917275;15.061;1005385
15.072;958101;15.072;837467;15.072;876123;15.072;869149;15.072;966881;15.072;915711;15.072;843010;15.072;796066;15.071;864766;15.071;827207;15.071;944340;15.071;990151;15.070;959724;15.072;818714;15.072;938407;15.072;974133
15.083;984594;15.082;855649;15.082;865254;15.082;910845;15.082;957034;15.082;964220;15.083;863132;15.083;806894;15.082;900161;15.082;855994;15.082;912466;15.082;969182;15.081;989212;15.083;812572;15.082;958160;15.082;974238
15.093;947403;15.093;845827;15.093;836302;15.093;873105;15.093;933045;15.092;969065;15.093;860937;15.093;790037;15.092;860833;15.092;835930;15.092;899793;15.092;953168;15.091;987664;15.093;805263;15.093;933721;15.093;978893
15.104;961961;15.103;846707;15.103;876996;15.103;917833;15.103;986382;15.103;979313;15.104;833891;15.104;785860;15.103;835353;15.103;849594;15.103;927219;15.103;951088;15.102;939379;15.103;820555;15.103;968279;15.103;990525
15.114;963701;15.114;852693;15.114;851786;15.114;903098;15.114;973866;15.113;955468;15.114;846912;15.114;805339;15.113;860147;15.113;827404;15.113;951073;15.113;959998;15.112;984020;15.114;824926;15.114;943798;15.114;968714
15.125;979307;15.124;863430;15.124;868245;15.124;876802;15.124;962272;15.124;942722;15.125;826965;15.125;827073;15.123;875397;15.124;830018;15.124;914484;15.124;944439;15.123;965568;15.124;809727;15.124;952727;15.124;957387
15.135;943167;15.135;854998;15.135;847519;15.135;866679;15.135;961596;15.134;949315;15.135;826725;15.135;851232;15.134;870327;15.134;833847;15.134;896033;15.134;985182;15.133;973893;15.135;804811;15.135;961964;15.135;965935
15.146;931606;15.145;889488;15.145;857937;15.145;893384;15.145;985071;15.145;955030;15.146;829460;15.146;819290;15.144;854319;15.145;847203;15.145;904455;15.145;912186;15.144;973274;15.145;820788;15.145;965699;15.145;977257
15.156;938260;15.156;857639;15.156;847380;15.156;893831;15.156;983112;15.155;984570;15.156;848903;15.156;815628;15.155;884419;15.155;855886;15.155;936987;15.155;918474;15.154;996601;15.156;807300;15.156;953717;15.156;973513
15.178;970787;15.177;846605;15.177;863992;15.178;892337;15.178;968545;15.177;949535;15.178;815886;15.178;823219;15.177;847136;15.177;842019;15.177;916251;15.177;976700;15.176;980734;15.178;812472;15.178;943082;15.177;979913
15.189;977552;15.188;852330;15.188;876711;15.188;897445;15.188;959095;15.188;973959;15.188;851326;15.189;842355;15.187;867118;15.188;817351;15.188;904883;15.188;988242;15.187;1004016;15.188;840803;15.188;961445;15.188;995185
15.199;999355;15.198;850482;15.198;890185;15.199;891665;15.199;985086;15.198;955942;15.199;880755;15.199;862600;15.198;833136;15.198;803169;15.198;913856;15.198;994733;15.197;1032944;15.199;802176;15.199;969123;15.198;983127
15.210;993877;15.209;852108;15.209;870440;15.209;918432;15.209;970461;15.209;945092;15.209;868010;15.210;831625;15.208;859373;15.209;830676;15.208;914601;15.209;969131;15.208;1004940;15.209;851577;15.209;953885;15.209;985774
15.220;998323;15.219;876621;15.219;881040;15.220;931078;15.220;970298;15.219;976827;15.220;867328;15.220;862284;15.219;880203;15.219;833478;15.219;918496;15.219;998612;15.218;998645;15.220;840368;15.220;955516;15.219;940620
15.231;1005010;15.230;894372;15.230;869766;15.230;942950;15.230;981677;15.230;981122;15.230;868763;15.231;849089;15.229;875978;15.230;827334;15.229;908025;15.229;960621;15.229;1002160;15.230;852216;15.230;948798;15.230;973481
15.241;964435;15.240;881608;15.240;854756;15.241;929995;15.241;990091;15.240;965032;15.241;843383;15.241;863392;15.240;863318;15.240;792451;15.240;905485;15.240;977270;15.239;1022855;15.241;815904;15.241;957828;15.240;997646
15.252;998359;15.251;893520;15.251;848417;15.251;919260;15.251;985032;15.251;948729;15.251;880948;15.252;860081;15.250;863078;15.251;824529;15.250;899256;15.250;970467;15.250;997501;15.251;822046;15.251;947663;15.251;982154
15.262;990706;15.261;852401;15.261;853252;15.262;894383;15.262;966102;15.261;943223;15.262;846361;15.262;833566;15.261;903739;15.261;851116;15.261;890377;15.261;986055;15.260;986861;15.262;826015;15.261;956592;15.261;981754
15.273;982829;15.272;837537;15.272;864168;15.272;903671;15.272;996677;15.272;972175;15.272;837719;15.272;850517;15.271;866880;15.271;819881;15.271;888631;15.271;985224;15.270;957927;15.272;824129;15.272;954594;15.272;939402
15.283;987418;15.282;846391;15.282;862182;15.283;917077;15.282;951652;15.282;965662;15.283;869894;15.283;864090;15.282;869397;15.282;830550;15.282;902465;15.282;989253;15.281;988463;15.283;792796;15.282;956442;15.282;967754
15.293;956492;15.293;835293;15.293;865086;15.293;895333;15.293;945994;15.293;969334;15.293;841857;15.293;868002;15.292;861070;15.292;840509;15.292;923907;15.292;971743;15.291;982854;15.293;807211;15.293;963223;15.293;972277
15.304;979221;15.303;843101;15.303;864887;15.304;875130;15.303;948320;15.303;998113;15.304;857406;15.304;841985;15.303;840241;15.303;838191;15.303;926312;15.303;988160;15.302;1003973;15.304;818458;15.303;971885;15.303;977438
15.314;954391;15.314;822066;15.314;888369;15.314;915464;15.314;938501;15.314;991889;15.314;852917;15.314;847189;15.313;872290;15.313;845616;15.313;906349;15.313;981555;15.312;1027187;15.314;850857;15.314;956001;15.314;941669
15.325;992717;15.324;859572;15.324;859748;15.325;916540;15.324;969210;15.324;966465;15.325;828725;15.325;877949;15.323;858919;15.324;851339;15.324;914183;15.324;978907;15.323;1026777;15.324;816624;15.324;962486;15.324;986258
15.335;987329;15.335;846563;15.335;886701;15.335;897745;15.335;1000976;15.335;976664;15.335;860322;15.335;854830;15.334;859459;15.334;856393;15.334;912377;15.334;964884;15.333;999434;15.335;825705;15.335;963003;15.335;975286
15.346;960324;15.345;833104;15.345;886014;15.346;939199;15.345;994800;15.345;966843;15.346;848913;15.346;836968;15.344;853984;15.345;842772;15.345;879578;15.345;951844;15.344;1004837;15.345;843252;15.345;963867;15.345;984712
15.356;988891;15.356;839563;15.356;866332;15.356;916386;15.356;999755;15.356;980974;15.356;837902;15.356;847346;15.355;839620;15.355;849489;15.355;915848;15.355;993661;15.354;1020810;15.356;847985;15.356;963846;15.356;968130
15.367;997115;15.366;849417;15.366;851891;15.367;904977;15.366;1003137;15.366;980452;15.367;835081;15.367;843350;15.365;859746;15.366;824586;15.366;915152;15.366;974701;15.365;999641;15.366;867377;15.366;961672;15.366;977132
15.377;973018;15.377;837146;15.377;863520;15.377;901713;15.377;977999;15.377;977592;15.377;833083;15.377;865314;15.376;869127;15.376;841619;15.376;898555;15.376;994334;15.375;1013109;15.377;827060;15.377;948556;15.376;975837
15.388;984264;15.387;858919;15.387;852885;15.388;902401;15.387;971378;15.387;990717;15.387;847691;15.388;870532;15.386;867483;15.387;826685;15.387;910656;15.387;978452;15.386;987916;15.387;815971;15.387;951798;15.387;987845
15.398;959518;15.397;853664;15.397;871126;15.398;900134;15.398;972535;15.398;934548;15.398;821147;15.398;861886;15.397;860736;15.397;870278;15.397;894716;15.397;989235;15.396;987429;15.398;851189;15.398;947902;15.397;933097
15.409;994214;15.408;833595;15.408;874681;15.409;924661;15.408;989621;15.408;965748;15.408;813546;15.409;864655;15.407;884929;15.408;837114;15.407;894955;15.408;970411;15.407;978036;15.408;801388;15.408;1000117;15.408;956200
15.431;981367;15.430;800413;15.430;874414;15.430;920438;15.430;995440;15.430;991363;15.430;862379;15.431;827913;15.429;852252;15.430;841187;15.429;880406;15.429;967671;15.429;963725;15.430;804721;15.430;988660;15.430;962842
15.441;1012490;15.440;843448;15.440;876997;15.441;880953;15.441;958470;15.440;970713;15.441;884119;15.441;847511;15.440;866826;15.440;857945;15.440;926145;15.440;961776;15.439;982354;15.441;813432;15.440;956597;15.440;955365
15.452;969313;15.451;848632;15.451;889400;15.451;874507;15.451;998831;15.451;976475;15.451;902364;15.451;845304;15.450;863805;15.450;831910;15.450;904401;15.450;984779;15.450;971726;15.451;818876;15.451;955062;15.451;965573
15.462;998551;15.461;854356;15.461;872906;15.462;882392;15.462;1002445;15.461;983976;15.462;889758;15.462;885327;15.461;869802;15.461;854018;15.461;895538;15.461;991773;15.460;975206;15.462;812066;15.461;954208;15.461;971415
15.472;965603;15.472;853042;15.472;877380;15.472;899179;15.472;1020270;15.472;979909;15.472;865370;15.472;853562;15.471;876936;15.471;852297;15.471;889546;15.471;989052;15.471;987092;15.472;833916;15.472;975581;15.472;987511
15.483;989830;15.482;843310;15.482;883257;15.483;896033;15.482;996290;15.482;995800;15.483;903049;15.483;840311;15.482;872445;15.482;853374;15.482;896965;15.482;990037;15.481;986609;15.483;811857;15.482;935087;15.482;939146
15.493;959666;15.493;846001;15.493;912993;15.493;880016;15.493;974307;15.493;968660;15.493;865921;15.493;856920;15.492;871617;15.492;854939;15.492;902912;15.492;987029;15.491;1026544;15.493;823332;15.493;956138;15.493;955751
15.504;965372;15.503;893393;15.503;898630;15.504;873505;15.503;1000395;15.503;990333;15.504;891441;15.504;873574;15.503;866124;15.503;894421;15.503;897343;15.503;975294;15.502;991754;15.503;830994;15.503;948267;15.503;953773
15.514;968572;15.514;855254;15.514;924259;15.514;875199;15.514;972026;15.514;1009260;15.514;865089;15.514;872647;15.513;851190;15.513;878795;15.513;915963;15.513;971138;15.512;966590;15.514;803546;15.514;962739;15.514;981208
15.525;989039;15.524;854469;15.524;920878;15.525;884764;15.524;979988;15.524;990223;15.525;850384;15.525;857688;15.524;844271;15.524;866155;15.524;921484;15.524;973943;15.523;1011861;15.524;815289;15.524;959530;15.524;955418
15.535;984496;15.535;851677;15.535;915702;15.535;880444;15.535;979774;15.535;974852;15.535;819711;15.535;891803;15.534;838520;15.534;851636;15.534;887892;15.534;1007324;15.533;1004334;15.535;807168;15.535;966634;15.535;973782
15.546;998516;15.545;862688;15.545;915987;15.546;892143;15.545;978917;15.545;962209;15.546;863611;15.546;861495;15.545;858369;15.545;822198;15.545;884136;15.545;986491;15.544;1010144;15.545;821662;15.545;990965;15.545;918057
15.556;971340;15.556;893591;15.556;918191;15.556;921379;15.556;1002755;15.556;985245;15.556;840536;15.556;881598;15.555;863026;15.555;851702;15.555;908444;15.555;1002126;15.554;964238;15.556;828296;15.556;962678;15.556;956764
15.567;983677;15.566;853987;15.566;924610;15.567;890695;15.566;998739;15.566;975878;15.567;862213;15.567;848995;15.566;861353;15.566;825268;15.566;927817;15.566;1001966;15.565;1005489;15.566;829575;15.566;967627;15.566;963504
15.577;982556;15.576;837285;15.576;936734;15.577;911325;15.577;1024838;15.577;969416;15.577;856824;15.577;868629;15.576;866256;15.576;828947;15.576;927977;15.576;1017588;15.575;1012411;15.577;799870;15.577;970612;15.576;960391
15.588;984892;15.587;867951;15.587;901137;15.588;916326;15.587;1001730;15.587;967101;15.587;847980;15.588;864159;15.587;855885;15.587;833796;15.587;917353;15.587;967886;15.586;995939;15.587;828418;15.587;940817;15.587;946309
15.598;1002413;15.597;860708;15.597;891467;15.598;931427;15.598;1010278;15.598;1022482;15.598;884453;15.598;892359;15.597;876466;15.597;876500;15.597;911849;15.597;995407;15.596;1006894;15.598;833978;15.598;941054;15.597;966262
15.609;1011772;15.608;849232;15.608;890779;15.609;901503;15.608;1008888;15.608;1017411;15.608;867567;15.609;864943;15.608;863568;15.608;904738;15.607;918252;15.608;983886;15.607;977259;15.608;843113;15.608;946021;15.608;953318
15.619;984203;15.618;841488;15.618;896047;15.619;936712;15.619;987416;15.618;968758;15.619;878161;15.619;834287;15.618;889340;15.618;851136;15.618;929930;15.618;989400;15.617;1039155;15.619;804088;15.619;933268;15.618;960250
15.630;946793;15.629;853745;15.629;877808;15.630;926437;15.629;993807;15.629;995529;15.629;849146;15.630;839464;15.629;878033;15.629;843476;15.628;916280;15.628;1001785;15.628;976551;15.629;808304;15.629;948354;15.629;925588
15.640;960264;15.639;856075;15.639;869957;15.640;959380;15.640;988574;15.639;1006437;15.640;874346;15.640;844468;15.639;888220;15.639;813118;15.639;912970;15.639;990244;15.638;1004106;15.640;810620;15.640;978475;15.639;964292
15.651;999040;15.650;848376;15.650;902246;15.650;914348;15.650;985327;15.650;989345;15.650;852574;15.651;828175;15.649;875291;15.650;845481;15.649;889068;15.649;999377;15.649;1022181;15.650;826194;15.650;989916;15.650;922501
15.661;971692;15.660;883081;15.660;864141;15.661;895069;15.661;991900;15.660;979207;15.661;838771;15.661;829006;15.660;892765;15.660;830519;15.660;907334;15.660;1014093;15.659;985429;15.661;822035;15.660;957338;15.660;934068
15.683;985622;15.682;865188;15.682;875848;15.683;915913;15.682;989726;15.682;970691;15.683;847307;15.683;830761;15.682;845524;15.682;824592;15.682;907368;15.682;999737;15.681;983630;15.683;811436;15.682;951198;15.682;942162
15.693;966942;15.693;857560;15.693;876132;15.693;898108;15.693;980871;15.693;1001305;15.693;880307;15.693;835637;15.692;860487;15.692;858078;15.692;924822;15.692;932663;15.691;1039721;15.693;800229;15.693;951669;15.693;989929
15.704;975202;15.703;877870;15.703;859772;15.704;921428;15.703;986929;15.703;999663;15.704;867875;15.704;843826;15.703;865346;15.703;856836;15.703;928035;15.703;981907;15.702;1000568;15.703;841209;15.703;932053;15.703;955774
15.714;977207;15.714;867243;15.714;884894;15.714;926860;15.714;976842;15.714;1016492;15.714;907315;15.714;823609;15.713;860710;15.713;822704;15.713;884739;15.713;985725;15.712;1027377;15.714;836940;15.714;968118;15.714;970147
15.725;972028;15.724;876757;15.724;883991;15.725;934091;15.724;1007626;15.724;1009366;15.725;890962;15.725;845689;15.724;858356;15.724;831648;15.724;922722;15.724;1019085;15.723;1030830;15.724;843251;15.724;935263;15.724;958618
15.735;995203;15.735;879673;15.735;889286;15.735;885601;15.735;968927;15.735;1002957;15.735;871305;15.735;847656;15.734;857923;15.734;842763;15.734;908435;15.734;994915;15.733;1026027;15.735;849330;15.735;967622;15.735;955237
15.746;970798;15.745;873355;15.745;880878;15.746;943545;15.745;973331;15.745;976331;15.746;859680;15.746;852141;15.745;865511;15.745;870521;15.745;905864;15.745;1007531;15.744;1033760;15.745;847819;15.745;981983;15.745;968068
15.756;999263;15.756;857397;15.756;867049;15.756;917805;15.756;971523;15.756;1027780;15.756;871488;15.756;836368;15.755;858210;15.755;861798;15.755;896258;15.755;1000616;15.754;1006129;15.756;814344;15.756;940848;15.756;974419
15.767;996409;15.766;865264;15.766;921322;15.767;923146;15.766;980127;15.766;991292;15.767;857844;15.767;816959;15.766;891157;15.766;858455;15.766;897485;15.766;971293;15.765;1005827;15.766;858203;15.766;942005;15.766;998470
15.777;1023463;15.776;865847;15.777;930181;15.777;891837;15.777;1025503;15.777;975394;15.777;855451;15.777;816907;15.776;868902;15.776;879796;15.776;903893;15.776;985238;15.775;997389;15.777;844094;15.777;959542;15.777;1009616
15.788;982475;15.787;841425;15.787;904164;15.788;944429;15.787;1024220;15.787;999540;15.787;869979;15.788;822381;15.787;871600;15.787;850643;15.786;884138;15.787;949311;15.786;1022303;15.787;832901;15.787;930744;15.787;972806
15.798;991922;15.797;859673;15.798;931089;15.798;877981;15.798;990008;15.798;1032283;15.798;875065;15.798;848244;15.797;867885;15.797;869505;15.797;865047;15.797;972984;15.796;1023964;15.798;844730;15.798;932678;15.798;992451
15.809;955658;15.808;839787;15.808;881799;15.809;910563;15.808;1001071;15.808;993854;15.808;866090;15.809;834427;15.808;845583;15.808;881067;15.807;891582;15.808;976919;15.807;1006573;15.808;871204;15.808;930272;15.808;978750
15.819;971324;15.818;863474;15.819;865018;15.819;913493;15.819;988545;15.818;985971;15.819;866166;15.819;826672;15.818;846285;15.818;850489;15.818;892300;15.818;971075;15.817;1008665;15.819;842959;15.819;965484;15.819;991217
15.830;961566;15.829;873080;15.829;894957;15.830;928141;15.829;1012529;15.829;1001090;15.829;893969;15.830;843728;15.829;875066;15.829;871949;15.828;910806;15.828;995031;15.828;1007603;15.829;843318;15.829;936543;15.829;992888
15.840;969026;15.839;874992;15.840;938618;15.840;849353;15.840;979731;15.839;1022543;15.840;854066;15.840;855155;15.839;864340;15.839;860456;15.839;943107;15.839;989923;15.838;1009476;15.840;829641;15.839;945535;15.840;989595
15.851;973832;15.850;876565;15.850;915119;15.850;931718;15.850;952283;15.850;1004158;15.850;843835;15.851;833924;15.849;854375;15.849;844181;15.849;960330;15.849;975769;15.849;1013907;15.850;835042;15.850;955467;15.850;1007392
15.861;966861;15.860;868527;15.860;909468;15.861;916184;15.861;982029;15.860;1027331;15.861;847022;15.861;845445;15.860;872637;15.860;841608;15.860;892212;15.860;983161;15.859;982734;15.861;846029;15.860;944243;15.861;984187
15.871;986302;15.871;860319;15.871;900821;15.871;898608;15.871;972875;15.871;1024371;15.871;863373;15.871;830796;15.870;860594;15.870;853273;15.870;911684;15.870;978486;15.870;1020695;15.871;839574;15.871;934735;15.871;961739
15.882;974697;15.881;851981;15.881;896634;15.882;895853;15.881;974878;15.881;1037738;15.882;871680;15.882;847851;15.881;867348;15.881;840356;15.881;898248;15.881;968981;15.880;1015733;15.882;820927;15.881;955318;15.882;986853
15.892;986609;15.892;888266;15.892;882141;15.892;881120;15.892;969627;15.892;1039161;15.892;862086;15.892;823936;15.891;855909;15.891;860543;15.891;940191;15.891;960932;15.890;1034541;15.892;833408;15.892;967782;15.892;958446
15.903;974262;15.902;873369;15.902;896420;15.903;882198;15.902;1002161;15.902;1009987;15.903;845904;15.903;816899;15.902;851335;15.902;866634;15.902;923389;15.902;979431;15.901;973256;15.903;836665;15.902;951588;15.903;969012
15.913;980029;15.913;892666;15.913;901548;15.913;937067;15.913;1010286;15.913;1019216;15.913;835165;15.913;836074;15.912;833950;15.912;865593;15.912;917401;15.912;1005965;15.911;1019379;15.913;837148;15.913;932134;15.913;961328
15.935;976515;15.935;862121;15.935;931052;15.935;901971;15.935;961281;15.935;1020883;15.935;842995;15.935;800642;15.934;813454;15.934;816520;15.934;920352;15.934;968529;15.933;973332;15.935;862955;15.935;928335;15.935;955376
15.946;967921;15.945;865109;15.945;939863;15.946;916801;15.945;962258;15.945;1009945;15.946;851837;15.946;844565;15.945;828603;15.945;855379;15.945;935395;15.945;957079;15.944;966929;15.945;855383;15.945;912888;15.945;990351
15.956;985058;15.955;885547;15.956;920925;15.956;909169;15.956;1007627;15.956;999574;15.956;845056;15.956;854870;15.955;847323;15.955;842754;15.955;921421;15.955;934697;15.954;1001564;15.956;863469;15.956;919218;15.956;966487
15.967;996276;15.966;890225;15.966;896095;15.967;873909;15.966;998524;15.966;961832;15.967;852409;15.967;868624;15.966;887281;15.966;860104;15.966;905238;15.966;962027;15.965;985784;15.966;880627;15.966;954530;15.966;936797
15.977;939366;15.976;894400;15.977;925016;15.977;898111;15.977;941557;15.977;977002;15.977;846995;15.977;853264;15.976;875118;15.976;860897;15.976;894686;15.976;974092;15.975;972694;15.977;877083;15.977;945492;15.977;975701
15.988;976289;15.987;860623;15.987;869484;15.988;923088;15.987;946228;15.987;966544;15.987;871942;15.988;862136;15.987;874246;15.987;841784;15.986;914468;15.987;983831;15.986;965510;15.987;858684;15.987;929979;15.987;956163
15.998;987749;15.997;857446;15.998;887512;15.998;876599;15.998;947222;15.998;959923;15.998;841742;15.998;845550;15.997;873491;15.997;850401;15.997;924784;15.997;970865;15.996;983100;15.998;857517;15.998;932702;15.998;995668
16.009;971508;16.008;848485;16.008;924577;16.009;924093;16.008;937799;16.008;969944;16.008;856488;16.009;858677;16.008;857626;16.008;853662;16.007;907772;16.008;1001454;16.007;1013292;16.008;881338;16.008;923473;16.008;969122
16.019;977921;16.018;860217;16.019;929168;16.019;896249;16.019;961568;16.018;974821;16.019;847853;16.019;890135;16.018;847053;16.018;852906;16.018;903578;16.018;963703;16.017;953559;16.019;858859;16.019;917529;16.019;956106
16.030;922668;16.029;866703;16.029;901810;16.029;924968;16.029;980954;16.029;953004;16.029;844393;16.030;880328;16.028;870398;16.029;869502;16.028;893402;16.028;995439;16.028;983023;16.029;868412;16.029;946585;16.029;960379
16.040;955329;16.039;860870;16.040;929842;16.040;921438;16.040;941247;16.039;980462;16.040;857630;16.040;870405;16.039;860691;16.039;864499;16.039;920508;16.039;981790;16.038;980303;16.040;864096;16.040;937431;16.040;953924
16.051;992048;16.050;854061;16.050;912996;16.050;886429;16.050;926369;16.050;996685;16.050;864599;16.050;856371;16.049;857226;16.049;855046;16.049;886970;16.049;942505;16.049;1019844;16.050;869849;16.050;936614;16.050;940660
16.061;983504;16.060;843245;16.060;915839;16.061;878276;16.060;971833;16.060;963339;16.061;862213;16.061;873019;16.060;881924;16.060;860279;16.060;897606;16.060;933562;16.059;1006189;16.061;855054;16.061;894484;16.061;970451
16.071;986295;16.071;841949;16.071;881746;16.071;907263;16.071;944859;16.071;969193;16.071;869170;16.071;824208;16.070;858262;16.070;863053;16.070;902084;16.070;977546;16.070;982299;16.071;884826;16.071;924447;16.071;976642
16.082;969578;16.081;823342;16.081;901688;16.082;899360;16.081;964706;16.081;970099;16.082;871403;16.082;835217;16.081;871893;16.081;828967;16.081;912055;16.081;972167;16.080;995762;16.082;855296;16.082;953984;16.082;943817
16.092;975351;16.092;851237;16.092;903292;16.092;938895;16.092;933966;16.092;978452;16.092;893246;16.092;868070;16.091;859916;16.091;833264;16.091;900965;16.091;941569;16.090;971152;16.092;869357;16.092;921580;16.092;919473
