Sf1_RT;Sf1;Sf10_RT;Sf10;Sf11_RT;Sf11;Sf12_RT;Sf12;Sf13_RT;Sf13;Sf14_RT;Sf14;Sf15_RT;Sf15;Sf2_RT;Sf2;Sf3_RT;Sf3;Sf4_RT;Sf4;Sf5_RT;Sf5;Sf6_RT;Sf6;Sf7_RT;Sf7
15.514;867086;15.514;923413;15.514;1075685;15.514;979384;15.513;920159;15.513;867708;15.514;1065733;15.513;1060070;15.515;903250;15.514;1024968;15.513;993439;15.513;897510;15.514;824040
15.524;900342;15.524;924286;15.525;1081076;15.524;959027;15.524;877467;15.524;868537;15.524;1084124;15.524;1062599;15.525;881236;15.525;979656;15.524;1010187;15.524;897159;15.524;858162
15.535;914001;15.535;918406;15.535;1105233;15.534;976413;15.534;891566;15.534;896260;15.535;1115526;15.534;1051722;15.536;877996;15.535;1030392;15.534;979500;15.534;881488;15.535;845016
15.545;877240;15.545;907824;15.546;1071335;15.545;981999;15.545;838345;15.545;869673;15.545;1037465;15.545;1076987;15.546;892151;15.546;978717;15.545;974743;15.545;903963;15.545;844661
15.556;856618;15.556;932020;15.556;1086635;15.555;972259;15.555;855540;15.555;877178;15.556;1101243;15.556;1061709;15.556;898229;15.556;1031999;15.555;971749;15.555;892714;15.555;842479
15.566;850472;15.566;905683;15.567;1088363;15.566;934945;15.566;861071;15.566;864770;15.566;1064863;15.566;1066157;15.567;866374;15.567;1005960;15.566;1008557;15.566;909389;15.566;875947
15.577;900088;15.577;929983;15.577;1049639;15.576;959551;15.576;862503;15.576;878379;15.577;1089710;15.577;1044952;15.577;901648;15.577;1005978;15.576;976723;15.576;878361;15.576;859833
15.587;894534;15.587;954296;15.588;1101340;15.587;984817;15.587;891658;15.586;879854;15.587;1067934;15.587;1055561;15.588;862457;15.587;1015198;15.587;992415;15.587;864834;15.587;877516
15.597;891661;15.598;907955;15.598;1080363;15.597;933268;15.597;881639;15.597;855223;15.598;1083663;15.597;1041548;15.598;884487;15.598;1014148;15.597;992016;15.597;899312;15.597;866639
15.608;893697;15.608;900315;15.608;1053938;15.608;989955;15.608;875587;15.607;878899;15.608;1072265;15.608;1054564;15.609;884285;15.608;1003585;15.608;996770;15.608;895818;15.608;855237
15.618;861287;15.619;895277;15.619;1051557;15.618;987170;15.618;869405;15.618;886533;15.619;1066239;15.618;1044553;15.619;884384;15.619;978319;15.618;986867;15.618;888848;15.618;850468
15.629;875214;15.629;903950;15.629;1058940;15.629;939999;15.628;877082;15.628;861935;15.629;1085918;15.629;1052542;15.630;902272;15.629;1003816;15.628;961931;15.629;862575;15.629;849767
15.639;901931;15.640;922550;15.640;1043402;15.639;973454;15.639;866860;15.639;874653;15.639;1090309;15.639;1049322;15.640;892881;15.640;984127;15.639;960428;15.639;892170;15.639;841662
15.650;903751;15.650;945325;15.650;1077526;15.650;987724;15.649;883170;15.649;866107;15.650;1115972;15.650;1053111;15.651;857471;15.650;998011;15.649;976608;15.649;887074;15.650;843317
15.660;888920;15.661;877358;15.661;1053570;15.660;989704;15.660;902506;15.660;860352;15.660;1069530;15.660;1066856;15.661;879023;15.661;1004366;15.660;964810;15.660;859278;15.660;823365
15.682;896443;15.682;936627;15.683;1036231;15.682;946685;15.682;904227;15.682;850642;15.682;1065102;15.682;1055658;15.683;863064;15.683;992123;15.682;965869;15.682;867189;15.682;846008
15.693;899922;15.693;931745;15.693;1037098;15.693;972844;15.692;872509;15.692;874006;15.693;1080743;15.693;1058770;15.694;884878;15.693;999240;15.692;925395;15.692;842708;15.693;808634
15.703;864886;15.703;930938;15.704;1062510;15.703;939943;15.703;864170;15.703;886125;15.703;1061903;15.703;1076821;15.704;861450;15.704;977309;15.703;982117;15.703;877179;15.703;828081
15.714;912291;15.714;936487;15.714;1047147;15.713;964943;15.713;856905;15.713;843931;15.714;1089609;15.714;1061214;15.715;868365;15.714;968230;15.713;949676;15.713;872718;15.714;846207
15.724;892793;15.724;928701;15.725;1040926;15.724;951742;15.724;864782;15.724;873986;15.724;1097179;15.724;1057267;15.725;875198;15.725;981310;15.724;982747;15.724;864848;15.724;860150
15.735;871439;15.735;931146;15.735;1017796;15.734;943839;15.734;884747;15.734;880131;15.735;1109182;15.735;1089836;15.736;881968;15.735;1013493;15.734;966909;15.734;905811;15.734;838508
15.745;869338;15.745;901360;15.746;1058322;15.745;975728;15.745;878668;15.745;901279;15.745;1061137;15.745;1073007;15.746;876603;15.746;1030114;15.745;953685;15.745;887358;15.745;862900
15.756;881135;15.756;935497;15.756;1073533;15.755;966434;15.755;893791;15.755;911997;15.756;1073931;15.756;1050542;15.757;919120;15.756;1024693;15.755;953817;15.755;869686;15.755;831647
15.766;882359;15.766;916167;15.767;1036199;15.766;981545;15.766;881093;15.766;891928;15.766;1086323;15.766;1025196;15.767;908171;15.767;1022703;15.766;968908;15.766;866527;15.766;823388
15.777;893652;15.777;917953;15.777;1040680;15.776;971389;15.776;871783;15.776;890620;15.777;1082896;15.777;1061545;15.778;913090;15.777;1004916;15.776;986939;15.776;845772;15.776;828823
15.787;878327;15.787;932870;15.788;1064047;15.787;955495;15.787;878489;15.787;866328;15.787;1077693;15.787;1073810;15.788;858899;15.787;980200;15.787;989254;15.787;883276;15.787;871801
15.797;882625;15.798;957770;15.798;1075457;15.797;958705;15.797;886156;15.797;882740;15.798;1091804;15.798;1063475;15.798;875307;15.798;966700;15.797;986830;15.797;852465;15.797;848412
15.808;905895;15.808;973890;15.808;1032751;15.808;951439;15.808;864922;15.807;902822;15.808;1086807;15.808;1038889;15.809;904114;15.808;1002595;15.808;1012851;15.808;879934;15.808;855115
15.818;920074;15.819;928819;15.819;1054060;15.818;978940;15.818;863239;15.818;903712;15.819;1059775;15.818;1046870;15.819;884352;15.819;992968;15.818;986940;15.818;867619;15.818;833947
15.829;901732;15.829;946182;15.829;1040215;15.829;952242;15.829;866688;15.828;893820;15.829;1084605;15.829;998190;15.830;883751;15.829;1009323;15.828;974389;15.829;884025;15.829;820107
15.839;840663;15.840;917746;15.840;1039788;15.839;987587;15.839;847452;15.839;872948;15.839;1096020;15.839;1025218;15.840;892937;15.840;1003666;15.839;1030649;15.839;852697;15.839;842764
15.850;887355;15.850;945139;15.850;1072254;15.850;988111;15.850;858554;15.849;880189;15.850;1115479;15.850;1034539;15.851;903522;15.850;1022425;15.849;979424;15.849;840939;15.850;834405
15.860;882575;15.861;933860;15.861;1066110;15.860;963804;15.860;878305;15.860;895793;15.860;1079175;15.860;1047466;15.861;907316;15.861;991818;15.860;1009144;15.860;863869;15.860;827443
15.871;883137;15.871;970791;15.871;1050527;15.871;983102;15.871;895947;15.870;889055;15.871;1086366;15.871;1000166;15.872;858987;15.871;1022003;15.870;978881;15.870;899328;15.871;841277
15.881;891802;15.882;944548;15.882;1055940;15.881;949538;15.881;891107;15.881;888152;15.881;1072763;15.881;1044953;15.882;885594;15.882;1020560;15.881;1012146;15.881;861333;15.881;822716
15.892;871624;15.892;998430;15.892;1043410;15.892;965707;15.892;886819;15.891;895560;15.892;1108974;15.892;1033266;15.893;857069;15.892;1021043;15.891;1016695;15.891;847519;15.892;850420
15.902;901858;15.902;950215;15.903;1066136;15.902;1012559;15.902;875812;15.902;905213;15.902;1085517;15.902;1034492;15.903;857069;15.903;1028240;15.902;970114;15.902;857583;15.902;858740
15.913;857444;15.913;966155;15.913;1027468;15.913;957374;15.913;888265;15.912;886681;15.913;1098549;15.913;1100179;15.914;845927;15.913;1032882;15.912;1004838;15.912;862239;15.913;849824
15.935;873375;15.935;925307;15.935;1068616;15.934;971477;15.935;873502;15.934;877800;15.935;1073436;15.935;1028052;15.936;869935;15.935;1046209;15.934;1029333;15.934;852491;15.934;824587
15.945;892864;15.945;929469;15.946;1059671;15.945;981663;15.945;874487;15.945;862608;15.945;1064069;15.945;1038078;15.946;904752;15.946;1029667;15.945;980195;15.945;874643;15.945;856506
15.956;866701;15.956;947110;15.956;1111797;15.955;1011894;15.956;873136;15.955;877520;15.956;1072178;15.956;1037626;15.957;881255;15.956;994500;15.955;1009937;15.955;854532;15.955;846128
15.966;911813;15.966;948796;15.967;1067875;15.966;1034258;15.966;868688;15.966;883129;15.966;1116382;15.966;1056003;15.967;889016;15.967;1008278;15.966;977485;15.966;874045;15.966;832382
15.976;859823;15.977;920748;15.977;1084804;15.976;1016234;15.977;870999;15.976;890733;15.977;1110078;15.977;1044530;15.977;891850;15.977;1005569;15.976;998436;15.976;862135;15.976;852318
15.987;872300;15.987;949776;15.987;1079121;15.987;969968;15.987;868690;15.986;859919;15.987;1081967;15.987;1035362;15.988;904731;15.987;1003344;15.987;989434;15.987;851846;15.987;855842
15.997;899435;15.998;930979;15.998;1080910;15.997;987912;15.998;866128;15.997;896001;15.998;1116165;15.998;1070618;15.998;891167;15.998;1019987;15.997;996324;15.997;879956;15.997;855398
16.008;870832;16.008;936282;16.008;1084528;16.008;977124;16.008;893420;16.007;873126;16.008;1080294;16.008;1054586;16.009;935933;16.008;962469;16.007;1005505;16.008;868315;16.008;843618
16.018;881413;16.019;939965;16.019;1097584;16.018;987189;16.019;864497;16.018;882984;16.019;1097206;16.018;1073308;16.019;870962;16.019;1003280;16.018;981369;16.018;887044;16.018;847492
16.029;899872;16.029;924507;16.029;1075977;16.029;984462;16.029;886045;16.028;868723;16.029;1108325;16.029;1064849;16.030;863212;16.029;985598;16.028;988168;16.029;870987;16.029;854476
16.039;897068;16.040;940277;16.040;1091686;16.039;991405;16.040;881316;16.039;869299;16.040;1082715;16.039;1000460;16.040;908289;16.040;967930;16.039;995925;16.039;870620;16.039;831650
16.050;856144;16.050;895864;16.050;1115601;16.050;989362;16.050;863891;16.049;860488;16.050;1104778;16.050;1039797;16.051;883350;16.050;983077;16.049;964437;16.050;864027;16.050;832122
16.060;916124;16.061;916961;16.061;1086613;16.060;984318;16.060;894127;16.060;892821;16.060;1062870;16.060;1048273;16.061;902411;16.061;951454;16.060;1030396;16.060;889087;16.060;851006
16.071;873731;16.071;883086;16.071;1068026;16.071;1003801;16.071;855252;16.070;852493;16.071;1084036;16.071;1027493;16.072;882197;16.071;996452;16.070;1009737;16.071;899864;16.071;840700
16.081;906773;16.081;899568;16.082;1023711;16.081;993734;16.081;879699;16.081;868231;16.081;1100759;16.081;1049245;16.082;912767;16.082;1028458;16.081;1027489;16.081;915460;16.081;833911
16.092;877282;16.092;881271;16.092;1088407;16.092;1005062;16.092;847079;16.091;896470;16.092;1070888;16.092;1048481;16.093;904990;16.092;1016017;16.091;970195;16.092;869565;16.092;838893
16.102;889147;16.102;910810;16.103;1070187;16.102;1008138;16.102;853203;16.102;888795;16.103;1091160;16.102;1070916;16.103;905044;16.103;969801;16.102;1021850;16.102;876602;16.102;854277
16.113;874510;16.113;948740;16.113;1089718;16.113;990358;16.113;852333;16.112;886778;16.113;1067933;16.113;1037420;16.114;865122;16.113;994230;16.112;999352;16.113;892904;16.113;813860
16.123;864199;16.123;959744;16.124;1120133;16.123;997274;16.123;849527;16.123;889299;16.124;1090361;16.123;1056783;16.124;895555;16.124;988891;16.123;1022640;16.123;869406;16.123;852969
16.134;874466;16.134;908677;16.134;1068108;16.134;992050;16.134;831626;16.133;914873;16.134;1072327;16.134;1074988;16.135;896736;16.134;980729;16.133;1033124;16.134;884457;16.133;838134
16.144;872490;16.144;917804;16.145;1056625;16.144;986099;16.144;861994;16.144;895873;16.145;1079370;16.144;1055281;16.145;868877;16.145;998553;16.144;1006425;16.144;878463;16.144;832462
16.155;864898;16.155;919316;16.155;1102031;16.155;999947;16.155;849920;16.154;861567;16.155;1135146;16.155;1071365;16.156;916833;16.155;978742;16.154;1023195;16.154;881557;16.154;840163
16.165;892998;16.165;918556;16.166;1099992;16.165;995053;16.165;865240;16.165;859318;16.165;1083194;16.165;1059807;16.166;877408;16.166;1004254;16.165;1026913;16.165;869510;16.165;827894
16.187;861871;16.187;891029;16.187;1037345;16.187;985501;16.187;878160;16.186;862331;16.187;1033662;16.187;1037923;16.188;872569;16.187;1000498;16.187;983492;16.187;885624;16.187;836180
16.197;902413;16.198;915483;16.198;1059804;16.198;972821;16.198;876905;16.197;915592;16.198;1071235;16.197;1035112;16.198;888580;16.198;975182;16.197;1039630;16.197;879129;16.197;828687
16.208;882165;16.208;872425;16.208;1073122;16.208;989158;16.208;874119;16.207;893620;16.208;1104230;16.208;1031363;16.209;857683;16.208;979824;16.207;1020393;16.208;878270;16.208;848320
16.218;860519;16.219;922225;16.219;1055702;16.219;993273;16.219;931022;16.218;881802;16.219;1105223;16.218;1091685;16.219;868751;16.219;986118;16.218;1006557;16.218;877036;16.218;816171
16.229;907182;16.229;904691;16.229;1054367;16.229;984279;16.229;857106;16.228;886432;16.229;1123800;16.229;1080293;16.230;874194;16.229;1009169;16.228;997041;16.229;843467;16.229;837023
16.239;899033;16.240;922222;16.240;1065967;16.240;983413;16.240;878843;16.239;902460;16.240;1068667;16.239;1041543;16.240;893522;16.240;983480;16.239;989713;16.239;874348;16.239;831412
16.250;886596;16.250;873896;16.250;1080358;16.250;1027617;16.250;869581;16.249;910335;16.250;1097812;16.250;1074726;16.251;909843;16.250;1031194;16.249;979630;16.250;861416;16.250;826543
16.260;898169;16.261;921463;16.261;1050550;16.261;1017383;16.260;851646;16.260;937985;16.261;1091476;16.260;1045308;16.261;883481;16.261;962130;16.260;963273;16.260;870612;16.260;834555
16.271;842725;16.271;897490;16.271;1045855;16.271;1032900;16.271;866964;16.270;903411;16.271;1102825;16.271;1036190;16.272;875635;16.271;1012370;16.270;1008745;16.271;879268;16.271;814939
16.281;829450;16.281;899419;16.282;1075334;16.281;1030491;16.281;891304;16.281;875720;16.282;1094967;16.281;1040289;16.282;879998;16.282;992525;16.281;985273;16.281;899398;16.281;839376
16.292;861783;16.292;944363;16.292;1070274;16.292;1042924;16.292;878806;16.291;891756;16.292;1067336;16.292;1036991;16.293;855380;16.292;997799;16.291;1006733;16.292;898913;16.292;814332
16.302;845128;16.302;887920;16.303;1080264;16.302;1058175;16.302;896047;16.302;905085;16.303;1094947;16.302;1029844;16.303;890480;16.303;1021741;16.302;1019236;16.302;904904;16.302;823839
16.313;883177;16.313;929610;16.313;1060138;16.313;1051053;16.313;863266;16.312;893163;16.313;1111272;16.313;1036841;16.314;851921;16.313;989294;16.312;1008606;16.313;909393;16.313;843775
16.323;843029;16.323;924822;16.324;1090882;16.323;1037822;16.323;890136;16.323;878023;16.324;1140987;16.323;1039969;16.324;874538;16.324;1002457;16.323;1005876;16.323;898420;16.323;818262
16.334;859921;16.334;888460;16.334;1042384;16.334;1028939;16.334;911641;16.333;901906;16.334;1133297;16.334;1033063;16.335;888519;16.334;988591;16.333;1005227;16.334;852987;16.333;825757
16.344;893074;16.344;933130;16.345;1098674;16.344;1047747;16.344;879984;16.344;877747;16.344;1113672;16.344;1026654;16.345;847699;16.345;1022280;16.344;982275;16.344;852588;16.344;811626
16.355;896582;16.355;878352;16.355;1090234;16.355;1031598;16.355;894390;16.354;884819;16.355;1082532;16.355;1034886;16.356;870952;16.355;969883;16.354;1002067;16.354;882972;16.354;824954
16.365;830178;16.365;894556;16.366;1053223;16.365;1026121;16.365;888643;16.365;876181;16.365;1100694;16.365;1050537;16.366;856180;16.365;984485;16.365;983768;16.365;888233;16.365;835180
16.376;866568;16.376;895573;16.376;1105599;16.376;966077;16.376;868737;16.375;848558;16.376;1140283;16.376;1058960;16.377;877084;16.376;1027066;16.375;1009941;16.375;924763;16.375;845432
16.386;863304;16.386;889987;16.386;1100703;16.386;991006;16.386;881249;16.385;873544;16.386;1112438;16.386;1030604;16.387;899764;16.386;966996;16.386;978031;16.386;889758;16.386;845476
16.396;866826;16.397;895919;16.397;1087025;16.397;985154;16.397;897476;16.396;860342;16.397;1108322;16.396;1037766;16.397;907095;16.397;972500;16.396;992477;16.396;877934;16.396;848375
16.407;864968;16.407;880792;16.407;1092296;16.407;1010950;16.407;886804;16.406;867097;16.407;1116126;16.407;1042516;16.408;887793;16.407;991344;16.406;1035970;16.407;888546;16.407;829434
16.417;854506;16.418;897874;16.418;1078571;16.418;1005302;16.418;905306;16.417;900083;16.418;1142200;16.417;1020450;16.418;895496;16.418;1003472;16.417;988951;16.417;919387;16.417;838714
16.439;852462;16.440;895238;16.440;1082073;16.440;1002140;16.439;875483;16.439;880338;16.440;1072117;16.439;1021694;16.440;857393;16.440;964841;16.439;1001763;16.439;885135;16.439;849405
16.450;821589;16.450;909455;16.450;1106755;16.450;998705;16.450;912501;16.449;880191;16.450;1114013;16.450;1003443;16.451;910852;16.450;965063;16.449;1001661;16.450;898254;16.450;833017
16.460;833741;16.461;904165;16.461;1087826;16.461;1010749;16.460;875247;16.460;884915;16.461;1091350;16.460;984236;16.461;882926;16.461;1002498;16.460;999360;16.460;905580;16.460;854538
16.471;882610;16.471;891663;16.471;1089388;16.471;1016837;16.471;884017;16.470;902965;16.471;1087020;16.471;1031859;16.472;873921;16.471;970672;16.470;992255;16.471;879049;16.471;862941
16.481;853878;16.482;924291;16.482;1111516;16.481;1043575;16.481;860599;16.481;884100;16.482;1104590;16.481;1025441;16.482;887120;16.482;1000056;16.481;1029238;16.481;938315;16.481;854084
16.492;859974;16.492;895457;16.492;1088225;16.492;1032403;16.492;888694;16.491;907037;16.492;1089601;16.492;1030570;16.493;883845;16.492;1011986;16.491;979971;16.492;908907;16.492;824551
16.502;846027;16.503;929974;16.503;1087279;16.502;977687;16.502;899421;16.502;881269;16.503;1133852;16.502;1060358;16.503;880824;16.503;995071;16.502;1000100;16.502;902835;16.502;828902
16.513;873662;16.513;900476;16.513;1083673;16.513;990412;16.513;931431;16.512;880488;16.513;1081821;16.513;1030812;16.514;901881;16.513;970350;16.512;1038065;16.513;893787;16.513;860599
16.523;874941;16.524;921663;16.524;1075382;16.523;1005204;16.523;887099;16.523;915606;16.524;1118179;16.523;1038036;16.524;889033;16.524;1052309;16.523;1027714;16.523;904999;16.523;853657
16.534;846899;16.534;936275;16.534;1112482;16.534;1018848;16.534;880407;16.533;888800;16.534;1140683;16.534;1048100;16.535;869226;16.534;994664;16.533;1040769;16.534;895088;16.533;881526
16.544;864919;16.545;929038;16.545;1092464;16.544;1006484;16.544;887585;16.544;930116;16.544;1069752;16.544;1012221;16.545;894599;16.545;1024946;16.544;1023172;16.544;897692;16.544;877640
16.555;926766;16.555;970489;16.555;1145028;16.555;1044540;16.555;913697;16.554;917954;16.555;1163465;16.555;1078887;16.556;944056;16.555;1063835;16.554;1058968;16.554;926071;16.554;916606
