Sf1_RT;Sf1;Sf10_RT;Sf10;Sf11_RT;Sf11;Sf12_RT;Sf12;Sf13_RT;Sf13;Sf14_RT;Sf14;Sf15_RT;Sf15;Sf2_RT;Sf2;Sf3_RT;Sf3;Sf4_RT;Sf4;Sf5_RT;Sf5;Sf6_RT;Sf6;Sf7_RT;Sf7
13.926;937272;13.926;1035895;13.926;1201795;13.926;1110627;13.925;959369;13.925;943766;13.926;1213990;13.926;1157140;13.927;955871;13.927;1117071;13.925;1090365;13.926;922925;13.926;942605
13.936;949599;13.937;1042380;13.937;1210286;13.936;1100058;13.936;970346;13.936;952590;13.937;1190199;13.936;1178906;13.937;946055;13.937;1114170;13.936;1067411;13.936;932309;13.936;952528
13.947;946895;13.947;1029903;13.947;1174303;13.947;1079128;13.946;952600;13.946;941135;13.947;1196758;13.947;1154108;13.948;975031;13.948;1105849;13.946;1084354;13.947;938620;13.947;928912
13.957;969705;13.958;1016813;13.958;1174052;13.957;1050091;13.957;953763;13.957;907708;13.958;1242199;13.957;1166125;13.958;956421;13.958;1086336;13.957;1103091;13.957;963937;13.957;928840
13.968;967849;13.968;997783;13.968;1168476;13.968;1045095;13.967;1008728;13.967;954191;13.968;1197817;13.968;1174359;13.969;934962;13.969;1103438;13.967;1054320;13.968;939012;13.968;961996
13.978;945773;13.979;996167;13.979;1185163;13.978;1020840;13.978;980019;13.978;915340;13.979;1196923;13.978;1154842;13.979;942687;13.979;1069796;13.978;1064403;13.978;951953;13.978;918282
13.989;961223;13.989;1000380;13.989;1188905;13.989;1025963;13.988;969795;13.988;939616;13.989;1239373;13.989;1160855;13.990;924926;13.990;1090081;13.988;1078979;13.989;972016;13.989;901131
13.999;978701;14.000;968907;14.000;1159565;13.999;1045760;13.999;952135;13.999;927778;14.000;1218581;13.999;1117652;14.000;912863;14.000;1052924;13.999;1092313;13.999;948833;13.999;905019
14.010;957497;14.010;965973;14.010;1162263;14.010;1039884;14.009;969794;14.009;921934;14.010;1205380;14.010;1114029;14.011;940024;14.010;1084351;14.009;1068660;14.010;939500;14.009;932895
14.020;983548;14.021;984955;14.021;1146233;14.020;1046732;14.020;966540;14.020;900669;14.021;1198134;14.020;1146744;14.021;950180;14.021;1065512;14.020;1057307;14.020;959833;14.020;897365
14.031;1007271;14.031;984316;14.031;1169906;14.031;1053982;14.030;942469;14.030;934809;14.031;1168021;14.031;1133526;14.032;943302;14.031;1064745;14.030;1057577;14.030;945296;14.030;881280
14.041;957945;14.042;1002209;14.042;1203481;14.041;1065215;14.041;937151;14.041;900840;14.042;1158890;14.041;1129134;14.042;939047;14.042;1086390;14.041;1077203;14.041;952298;14.041;882397
14.052;977380;14.052;991210;14.052;1162458;14.051;1047420;14.051;945256;14.051;899715;14.052;1176563;14.052;1113991;14.053;950458;14.052;1056422;14.051;1078681;14.051;936251;14.051;880868
14.062;971616;14.063;972709;14.062;1221404;14.062;1081573;14.062;945782;14.062;911972;14.062;1157341;14.062;1138212;14.063;967370;14.063;1052312;14.062;1063335;14.062;946815;14.062;877339
14.072;993660;14.073;992888;14.073;1216803;14.072;1068138;14.072;942798;14.072;910773;14.073;1176006;14.072;1144016;14.074;929487;14.073;1061429;14.072;1046289;14.072;950650;14.072;886847
14.083;940711;14.084;998204;14.083;1182848;14.083;1044985;14.083;923706;14.083;927979;14.083;1156121;14.083;1121439;14.084;926590;14.084;1061170;14.082;1053296;14.083;932735;14.083;883283
14.093;943815;14.094;984632;14.094;1219254;14.093;1067150;14.093;948258;14.093;919543;14.094;1159718;14.093;1121181;14.095;930218;14.094;1055876;14.093;1052569;14.093;920944;14.093;889350
14.104;929605;14.104;976277;14.104;1171660;14.104;1067909;14.104;958747;14.103;912969;14.104;1155207;14.104;1100802;14.105;930505;14.105;1035133;14.103;1074479;14.104;961451;14.104;888865
14.114;931436;14.115;976422;14.115;1193494;14.114;1036370;14.114;959695;14.114;904380;14.115;1184403;14.114;1139977;14.116;935912;14.115;1049619;14.114;1051009;14.114;925066;14.114;867549
14.125;913654;14.125;982357;14.125;1168849;14.125;1027837;14.125;925474;14.124;917315;14.125;1177860;14.125;1118867;14.126;922931;14.126;1051987;14.124;1041452;14.125;939478;14.125;874068
14.135;904419;14.136;965564;14.136;1166782;14.135;1035369;14.135;927299;14.135;912218;14.136;1154860;14.135;1113814;14.136;924335;14.136;1033392;14.135;1025003;14.135;931935;14.135;858415
14.146;913062;14.146;1004227;14.146;1164669;14.146;1027661;14.146;922009;14.145;912992;14.146;1168417;14.146;1119362;14.147;928726;14.147;1026836;14.145;1021971;14.146;945636;14.146;872220
14.168;893827;14.168;995989;14.168;1136825;14.168;1020192;14.168;926730;14.167;902578;14.168;1198725;14.168;1116766;14.169;908339;14.169;1046127;14.167;1009026;14.168;920498;14.168;841807
14.178;903917;14.179;1002123;14.179;1139084;14.178;1060947;14.178;949075;14.178;893739;14.179;1160666;14.178;1088878;14.179;937292;14.179;1060748;14.178;1029524;14.178;941693;14.178;851136
14.189;898987;14.189;974873;14.189;1135509;14.189;1025746;14.189;938946;14.188;902096;14.189;1158990;14.189;1100741;14.190;915647;14.190;1053327;14.188;1008549;14.189;945465;14.189;875848
14.199;898187;14.200;973170;14.200;1146176;14.199;1020007;14.199;904343;14.199;929178;14.200;1122153;14.199;1096274;14.200;921128;14.200;1009644;14.199;1010025;14.199;945546;14.199;874853
14.210;904491;14.210;996882;14.210;1162255;14.210;1016221;14.210;900153;14.209;896973;14.210;1124446;14.210;1139177;14.211;929932;14.210;994173;14.209;1049298;14.210;927822;14.209;861816
14.220;875010;14.221;978132;14.221;1141302;14.220;1033046;14.220;921231;14.220;870444;14.221;1120694;14.220;1118977;14.221;911177;14.221;1040208;14.220;1015758;14.220;931984;14.220;860950
14.231;888335;14.231;974160;14.231;1136579;14.231;993161;14.231;893264;14.230;877421;14.231;1116660;14.231;1113187;14.232;934718;14.231;1050656;14.230;1038450;14.230;898835;14.230;853340
14.241;900139;14.242;947173;14.242;1113845;14.241;1002589;14.241;896889;14.241;879070;14.242;1109791;14.241;1127911;14.242;901494;14.242;1026651;14.241;1028921;14.241;909176;14.241;860954
14.251;894561;14.252;935025;14.252;1130123;14.252;1005112;14.251;884689;14.251;891374;14.252;1151211;14.252;1101146;14.253;905061;14.252;1017095;14.251;1026052;14.251;911164;14.251;841944
14.262;853302;14.263;962134;14.262;1117287;14.262;992134;14.262;895821;14.262;894665;14.262;1145820;14.262;1105506;14.263;907374;14.263;1013270;14.262;1007689;14.262;922820;14.262;862689
14.272;876867;14.273;993673;14.273;1111565;14.273;996715;14.272;906858;14.272;923910;14.273;1126658;14.273;1093993;14.274;887138;14.273;1017829;14.272;1015532;14.272;903353;14.272;835112
14.283;874887;14.284;964485;14.283;1117549;14.283;1024623;14.283;890918;14.283;914225;14.283;1111821;14.283;1054942;14.284;880065;14.284;1016303;14.282;994438;14.283;877962;14.283;824431
14.293;887837;14.294;942166;14.294;1105662;14.294;969746;14.293;878987;14.293;859572;14.294;1143584;14.293;1054487;14.295;915257;14.294;996949;14.293;987364;14.293;900241;14.293;851766
14.304;904381;14.304;949140;14.304;1110062;14.304;984849;14.304;887159;14.303;876899;14.304;1150460;14.304;1057698;14.305;903769;14.305;1017302;14.303;976163;14.304;904663;14.304;828297
14.314;863643;14.315;953183;14.315;1136178;14.315;991978;14.314;872009;14.314;882303;14.315;1139629;14.314;1057690;14.316;949585;14.315;992687;14.314;978676;14.314;880786;14.314;859187
14.325;902926;14.325;929972;14.325;1112731;14.325;988186;14.325;888249;14.324;873393;14.325;1171044;14.325;1070853;14.326;920021;14.326;995296;14.324;995674;14.325;883352;14.325;847356
14.335;868700;14.336;931929;14.336;1062909;14.335;962508;14.335;894052;14.335;881299;14.336;1123960;14.335;1065342;14.336;890837;14.336;988778;14.335;1004146;14.335;881240;14.335;835188
14.346;866013;14.346;947960;14.346;1090721;14.346;981194;14.346;875320;14.345;881208;14.346;1108440;14.346;1083601;14.347;896752;14.347;978010;14.345;974124;14.346;889085;14.346;844177
14.356;871752;14.357;966581;14.357;1095229;14.356;994145;14.356;887179;14.356;883216;14.357;1106970;14.356;1070638;14.357;889717;14.357;998310;14.356;983978;14.356;857763;14.356;832113
14.367;886876;14.367;928946;14.367;1125204;14.367;953138;14.367;896852;14.366;853264;14.367;1107008;14.367;1090867;14.368;878731;14.368;983522;14.366;986824;14.367;868584;14.367;869632
14.377;894042;14.378;930857;14.378;1083792;14.377;974048;14.377;904971;14.377;859703;14.378;1113146;14.377;1067493;14.378;869007;14.378;1019344;14.377;994218;14.377;859443;14.377;849612
14.388;872673;14.388;924369;14.388;1092214;14.388;964276;14.388;865716;14.387;906641;14.388;1105791;14.388;1052399;14.389;878127;14.389;1004748;14.387;994575;14.388;883638;14.388;861324
14.398;901299;14.399;901140;14.399;1086120;14.398;951361;14.398;836504;14.398;858728;14.399;1102319;14.398;1091085;14.399;881293;14.399;1005111;14.398;998238;14.398;877337;14.398;878330
14.420;868844;14.421;933094;14.421;1078509;14.420;926593;14.420;833579;14.420;887465;14.421;1116093;14.420;1074819;14.421;880351;14.421;993060;14.420;1009599;14.420;862919;14.420;851357
14.431;881056;14.431;949284;14.431;1074575;14.431;936140;14.430;855509;14.430;893091;14.431;1108441;14.431;1048498;14.432;870169;14.431;982931;14.430;1024002;14.431;844863;14.430;850477
14.441;870609;14.442;955940;14.441;1091335;14.441;935933;14.441;845109;14.441;877671;14.441;1117120;14.441;1083494;14.442;879302;14.442;1013684;14.441;1013678;14.441;844514;14.441;862289
14.451;869550;14.452;957567;14.452;1091903;14.452;969375;14.451;861094;14.451;888715;14.452;1113772;14.452;1057547;14.453;873679;14.452;971541;14.451;998138;14.452;864051;14.451;849950
14.462;843134;14.463;945803;14.462;1083990;14.462;950724;14.462;851060;14.462;853606;14.462;1126495;14.462;1059150;14.463;889231;14.463;984321;14.462;1009386;14.462;862598;14.462;831650
14.472;833585;14.473;926965;14.473;1044440;14.473;955899;14.472;849870;14.472;866769;14.473;1099097;14.472;1061817;14.474;854956;14.473;973313;14.472;984351;14.472;891121;14.472;844119
14.483;852217;14.483;917480;14.483;1086393;14.483;968423;14.483;857846;14.483;889186;14.483;1114094;14.483;1054076;14.484;857922;14.484;976491;14.483;985524;14.483;842715;14.483;821179
14.493;852908;14.494;949730;14.494;1107597;14.494;960578;14.493;845866;14.493;869530;14.494;1076588;14.493;1051858;14.495;851959;14.494;983342;14.493;1000936;14.493;859825;14.493;844196
14.504;879925;14.504;945337;14.504;1069017;14.504;968844;14.504;833848;14.503;854861;14.504;1115468;14.504;1066127;14.505;882043;14.505;1017507;14.504;993483;14.504;850442;14.504;819422
14.514;871655;14.515;923348;14.515;1070341;14.515;976385;14.514;849822;14.514;834438;14.515;1140919;14.514;1078039;14.516;870766;14.515;975422;14.514;991266;14.514;847236;14.514;840280
14.525;863029;14.525;940252;14.525;1071646;14.525;946350;14.525;872844;14.524;852707;14.525;1137909;14.525;1032503;14.526;872451;14.526;972646;14.525;981878;14.525;861427;14.525;858450
14.535;866776;14.536;945390;14.536;1067060;14.535;937476;14.535;843101;14.535;860546;14.536;1131311;14.535;1085599;14.536;870777;14.536;977787;14.535;981528;14.535;872790;14.535;862221
14.546;856056;14.546;915274;14.546;1069408;14.546;952676;14.546;829622;14.545;846962;14.546;1136817;14.546;1072791;14.547;874620;14.547;959486;14.545;976376;14.546;848776;14.546;872201
14.556;881117;14.557;908715;14.557;1119226;14.556;934841;14.556;856267;14.556;845959;14.557;1108422;14.556;1050424;14.557;867509;14.557;984676;14.556;960190;14.556;851633;14.556;847530
14.567;880422;14.567;903419;14.567;1096902;14.567;933610;14.567;857312;14.566;874527;14.567;1092128;14.567;1087973;14.568;865391;14.568;958286;14.567;961287;14.567;849807;14.567;827952
14.577;885532;14.578;911855;14.578;1094988;14.577;945153;14.577;847486;14.577;840309;14.578;1089636;14.577;1088513;14.578;868737;14.578;953168;14.577;965341;14.577;811101;14.577;873290
14.588;894027;14.588;916413;14.588;1056264;14.588;962400;14.588;837371;14.587;863337;14.588;1080410;14.588;1064775;14.589;876193;14.589;946329;14.588;987785;14.588;838167;14.588;858274
14.598;875894;14.599;920546;14.599;1076607;14.598;948297;14.598;854561;14.598;867668;14.599;1120909;14.598;1076579;14.599;867080;14.599;960868;14.598;968462;14.598;830930;14.598;846205
14.609;861423;14.609;906041;14.609;1029885;14.609;935723;14.609;852839;14.608;880461;14.609;1075175;14.609;1071685;14.610;841188;14.609;969979;14.609;966117;14.609;829618;14.608;833847
14.619;879707;14.620;910986;14.620;1090238;14.619;915865;14.619;867358;14.619;871056;14.620;1105261;14.619;1042696;14.620;867923;14.620;993160;14.619;973956;14.619;839051;14.619;834308
14.630;862041;14.630;888550;14.630;1109570;14.630;957756;14.630;839092;14.629;866827;14.630;1109669;14.630;1057505;14.631;872453;14.630;977979;14.629;985372;14.630;851406;14.629;843014
14.640;859326;14.641;913790;14.641;1108466;14.640;949296;14.640;854088;14.640;843743;14.641;1090007;14.640;1018708;14.641;857420;14.641;998150;14.640;968605;14.640;850008;14.640;850436
14.650;873130;14.651;899884;14.651;1109007;14.651;969827;14.650;850581;14.650;853656;14.651;1127719;14.651;1052066;14.652;865841;14.651;985925;14.650;999989;14.651;868171;14.650;849831
14.672;835018;14.673;892455;14.673;1055215;14.673;955006;14.672;839159;14.672;850942;14.673;1078764;14.672;1043718;14.674;886952;14.673;998181;14.672;958571;14.672;875463;14.672;809315
14.683;858301;14.683;912493;14.683;1040923;14.683;923923;14.683;854395;14.682;853257;14.683;1074278;14.683;1015607;14.684;895890;14.684;971360;14.683;988816;14.683;898734;14.683;835700
14.693;856229;14.694;900856;14.694;1069875;14.694;993114;14.693;860255;14.693;834264;14.694;1105785;14.693;979652;14.695;901697;14.694;1009766;14.693;956717;14.693;921156;14.693;845072
14.704;900390;14.704;890860;14.704;1092916;14.704;944585;14.704;894126;14.703;854090;14.704;1070110;14.704;1016083;14.705;881528;14.705;999946;14.704;962398;14.704;862511;14.704;856136
14.714;887343;14.715;907556;14.715;1073685;14.715;955430;14.714;875033;14.714;836183;14.715;1076517;14.714;1022153;14.715;890905;14.715;997532;14.714;939347;14.714;857503;14.714;812764
14.725;873662;14.725;892327;14.725;1120231;14.725;980355;14.725;866099;14.724;853858;14.725;1081308;14.725;1043368;14.726;889002;14.726;1002531;14.725;946248;14.725;851556;14.725;808294
14.735;876243;14.736;889768;14.736;1102673;14.735;977059;14.735;846815;14.735;844033;14.736;1085598;14.735;1039811;14.736;861593;14.736;1007715;14.735;972269;14.735;836543;14.735;830082
14.746;859382;14.746;926305;14.746;1094296;14.746;983611;14.746;864562;14.745;842230;14.746;1086629;14.746;1019510;14.747;877829;14.747;980030;14.746;958921;14.746;843088;14.746;818785
14.756;858463;14.757;896013;14.757;1105942;14.756;970431;14.756;871895;14.756;808137;14.757;1062601;14.756;1048476;14.757;875541;14.757;1019848;14.756;950531;14.756;848895;14.756;856663
14.767;862763;14.767;932363;14.767;1068539;14.767;955653;14.767;882164;14.766;789452;14.767;1082873;14.767;1055392;14.768;875700;14.768;1005681;14.767;951468;14.767;850307;14.767;810982
14.777;869332;14.778;929683;14.778;1070799;14.777;952462;14.777;884910;14.777;833199;14.778;1080034;14.777;1044805;14.778;886003;14.778;1007297;14.777;921876;14.777;884112;14.777;820733
14.788;874126;14.788;941093;14.788;1076251;14.788;960607;14.788;884571;14.787;852046;14.788;1069641;14.788;1061867;14.789;885626;14.788;991436;14.788;901316;14.788;868554;14.788;823635
14.798;862316;14.799;897311;14.799;1055630;14.798;980517;14.798;867870;14.798;814674;14.799;1078685;14.798;1024715;14.799;864344;14.799;980961;14.798;924691;14.798;867299;14.798;848333
14.809;864124;14.809;915447;14.809;1039952;14.809;975363;14.809;880542;14.808;843501;14.809;1086113;14.809;1030247;14.810;888958;14.809;992574;14.809;937485;14.809;877678;14.808;857709
14.819;864056;14.820;903236;14.820;1058421;14.819;980399;14.819;873458;14.819;824092;14.820;1058091;14.819;1042561;14.820;886895;14.820;991270;14.819;974273;14.819;849108;14.819;848110
14.830;864873;14.830;898394;14.830;1059765;14.830;974716;14.830;841471;14.829;811037;14.830;1112608;14.830;1031961;14.831;900683;14.830;970653;14.830;959279;14.830;832287;14.829;844345
14.840;868980;14.841;905405;14.840;1055429;14.840;973954;14.840;837033;14.840;821426;14.840;1126992;14.840;1022014;14.841;899369;14.841;955338;14.840;973935;14.840;859523;14.840;861212
14.850;876183;14.851;889776;14.851;1075628;14.851;981990;14.850;843302;14.850;813380;14.851;1085042;14.851;1025880;14.852;898834;14.851;968144;14.850;964196;14.851;856031;14.850;862211
14.861;885128;14.862;912236;14.861;1081594;14.861;961689;14.861;866852;14.861;833532;14.861;1117541;14.861;1019337;14.862;893595;14.862;979705;14.861;958247;14.861;829986;14.861;852473
14.871;865485;14.872;923087;14.872;1085208;14.872;969243;14.871;901353;14.871;844607;14.872;1119599;14.871;1060276;14.873;881611;14.872;1002523;14.871;961667;14.871;844333;14.871;834584
14.882;855968;14.883;902125;14.882;1108738;14.882;957454;14.882;878443;14.882;848640;14.882;1124194;14.882;1064845;14.883;920623;14.883;971744;14.882;954383;14.882;877995;14.882;829308
14.892;850828;14.893;903112;14.893;1086981;14.893;978639;14.892;867946;14.892;826044;14.893;1103023;14.892;1011383;14.894;938401;14.893;982353;14.892;909458;14.892;850298;14.892;839085
14.903;869057;14.904;886937;14.903;1057678;14.903;991059;14.903;856058;14.902;853004;14.903;1092229;14.903;1041516;14.904;871381;14.904;1000891;14.903;941702;14.903;886804;14.903;844707
14.925;846292;14.925;912553;14.925;1072487;14.925;934207;14.925;850778;14.924;819714;14.925;1099231;14.925;1065588;14.926;897583;14.926;988992;14.925;960941;14.925;833957;14.925;843548
14.935;851547;14.936;890883;14.936;1058826;14.935;983417;14.935;841763;14.935;830299;14.936;1154052;14.935;1062685;14.936;871784;14.936;968320;14.935;982704;14.935;856502;14.935;884660
14.946;835371;14.946;907048;14.946;1061646;14.946;979970;14.946;878200;14.945;861741;14.946;1142586;14.946;1064150;14.947;884880;14.947;980069;14.946;1003635;14.946;878807;14.946;876440
14.956;838313;14.957;884695;14.957;1079942;14.956;990839;14.956;829188;14.956;864268;14.957;1133041;14.956;1034410;14.957;862249;14.957;1001865;14.956;984182;14.956;895139;14.956;855105
14.967;815713;14.967;899132;14.967;1085809;14.967;974981;14.967;851393;14.966;846670;14.967;1129087;14.967;1074361;14.968;887584;14.968;991083;14.967;1012717;14.967;867139;14.967;820812
14.977;855373;14.978;911141;14.978;1082976;14.977;1005477;14.977;848961;14.977;848720;14.978;1075789;14.977;1066959;14.978;893603;14.978;996199;14.977;976325;14.977;874826;14.977;848604
14.988;878710;14.988;921509;14.988;1110280;14.988;995664;14.988;867743;14.987;848123;14.988;1117489;14.988;1064868;14.989;892936;14.988;1023271;14.988;999970;14.988;875459;14.987;821708
14.998;876903;14.999;905242;14.999;1111673;14.998;985173;14.998;872112;14.998;863276;14.999;1145992;14.998;1031613;14.999;902527;14.999;1008044;14.998;992124;14.998;877767;14.998;851290
15.009;861418;15.009;944312;15.009;1092163;15.009;987338;15.009;863380;15.008;867695;15.009;1121681;15.009;1029647;15.010;884214;15.009;1022615;15.009;994072;15.009;886741;15.008;841877
15.019;833076;15.020;923138;15.020;1106783;15.019;977716;15.019;866148;15.019;849527;15.020;1131877;15.019;1061228;15.020;857561;15.020;1020724;15.019;998932;15.019;851187;15.019;861603
15.030;855895;15.030;918030;15.030;1073881;15.030;971354;15.029;870213;15.029;845788;15.030;1087665;15.030;1051536;15.031;886714;15.030;1016425;15.030;993425;15.030;873245;15.029;841286
15.040;877375;15.041;913551;15.040;1102133;15.040;963798;15.040;869470;15.040;845734;15.040;1124743;15.040;1027154;15.041;874816;15.041;1006240;15.040;980421;15.040;884439;15.040;874300
15.051;864159;15.051;900197;15.051;1073345;15.051;976715;15.050;874588;15.050;827417;15.051;1117607;15.051;1052081;15.052;888626;15.051;1028428;15.050;967427;15.050;903335;15.050;856248
15.061;880029;15.062;886675;15.061;1048837;15.061;969253;15.061;839883;15.061;869328;15.061;1099616;15.061;1069423;15.062;880805;15.062;1028748;15.061;1012143;15.061;866860;15.061;853034
15.072;847673;15.072;913745;15.072;1139245;15.072;1001713;15.071;855539;15.071;880957;15.072;1109537;15.071;1082475;15.073;879012;15.072;1028369;15.071;984739;15.071;869971;15.071;872152
15.082;826294;15.083;911873;15.082;1084060;15.082;1010918;15.082;845572;15.082;874602;15.082;1145496;15.082;1078225;15.083;925313;15.083;1034417;15.082;1006538;15.082;859696;15.082;865129
15.093;842878;15.093;910692;15.093;1104453;15.093;1008492;15.092;853604;15.092;860133;15.093;1100626;15.092;1057689;15.094;887327;15.093;979880;15.092;1009335;15.092;850536;15.092;833960
15.103;826281;15.104;866211;15.103;1083015;15.103;982550;15.103;879380;15.102;882762;15.103;1109006;15.103;1095129;15.104;894166;15.104;976228;15.103;1034362;15.103;865367;15.103;852052
15.114;837707;15.114;904568;15.114;1051849;15.114;983337;15.113;842899;15.113;851159;15.114;1133460;15.113;1088608;15.114;887096;15.114;1000784;15.113;996354;15.113;878776;15.113;814144
15.124;870917;15.124;922702;15.124;1101085;15.124;1003807;15.124;836195;15.123;852908;15.124;1120804;15.124;1067359;15.125;889098;15.125;1029285;15.124;995990;15.124;861255;15.124;846148
15.135;871291;15.135;909019;15.135;1116535;15.134;1019720;15.134;852732;15.134;847125;15.135;1162527;15.134;1058715;15.135;868258;15.135;1009208;15.134;1038326;15.134;883475;15.134;849978
15.145;860429;15.145;892989;15.145;1074187;15.145;954953;15.145;870896;15.144;858479;15.145;1137588;15.145;1045305;15.146;865217;15.146;1012305;15.145;1030007;15.145;886414;15.145;832041
15.156;873714;15.156;920611;15.156;1080084;15.155;976003;15.155;861432;15.155;848182;15.156;1130794;15.155;1035946;15.156;906452;15.156;1022570;15.155;984376;15.155;843655;15.155;818340
15.178;841866;15.178;926567;15.178;1046777;15.177;941858;15.177;849451;15.177;880898;15.178;1106609;15.177;1048869;15.178;881999;15.178;1010244;15.177;978366;15.177;867468;15.177;827580
15.188;872822;15.188;946216;15.188;1076328;15.188;971809;15.188;826120;15.187;866254;15.188;1099311;15.188;1030243;15.189;861391;15.188;1005445;15.188;995238;15.188;857440;15.187;850053
15.198;857542;15.199;947546;15.199;1085423;15.198;978239;15.198;862125;15.198;888216;15.199;1085818;15.198;1042861;15.199;892646;15.199;1020244;15.198;966532;15.198;874931;15.198;842446
15.209;864833;15.209;936235;15.209;1057905;15.209;989991;15.209;818386;15.208;861668;15.209;1071328;15.209;1072209;15.210;852144;15.209;985593;15.209;979547;15.209;863911;15.208;850143
15.219;888111;15.220;931499;15.220;1063699;15.219;993228;15.219;859836;15.219;847145;15.220;1110049;15.219;1106257;15.220;879800;15.220;1016570;15.219;1009507;15.219;870867;15.219;838666
15.230;837162;15.230;948536;15.230;1080045;15.230;981567;15.229;873106;15.229;868252;15.230;1087738;15.230;1095182;15.231;860252;15.230;1025185;15.229;978321;15.230;873786;15.230;841051
15.240;891012;15.241;942577;15.241;1051225;15.240;1001092;15.240;855927;15.240;867884;15.240;1117366;15.240;1074076;15.241;894349;15.241;1046168;15.240;949805;15.240;872153;15.240;852236
15.251;885978;15.251;925964;15.251;1103250;15.251;1000551;15.250;850376;15.250;900439;15.251;1095354;15.250;1052191;15.252;854635;15.251;1006614;15.250;972745;15.250;877208;15.250;843841
15.261;867068;15.262;919029;15.262;1036423;15.261;962194;15.261;850068;15.261;882264;15.261;1101205;15.261;1043011;15.262;874411;15.262;1028834;15.261;956373;15.261;857594;15.261;871769
15.272;924055;15.272;906751;15.272;1075563;15.272;955525;15.271;867591;15.271;877557;15.272;1070577;15.271;1046869;15.273;902413;15.272;1004766;15.271;960511;15.271;879349;15.271;857780
15.282;874896;15.283;911383;15.283;1070843;15.282;971052;15.282;848978;15.281;899450;15.282;1109246;15.282;1042355;15.283;887150;15.283;1039767;15.282;917293;15.282;872866;15.282;846477
15.293;890527;15.293;954797;15.293;1085283;15.293;960908;15.292;853114;15.292;885068;15.293;1117784;15.292;1059963;15.294;858094;15.293;978474;15.292;944838;15.292;869869;15.292;852655
15.303;877163;15.303;908673;15.304;1080745;15.303;953544;15.303;857072;15.302;849785;15.303;1066657;15.303;1069088;15.304;849152;15.304;1032444;15.303;919864;15.303;840129;15.303;880458
15.314;878968;15.314;930272;15.314;1056645;15.314;947011;15.313;884898;15.313;878105;15.314;1090989;15.313;1040714;15.314;861188;15.314;1013762;15.313;955853;15.313;879143;15.314;855489
15.324;851925;15.324;930474;15.325;1088895;15.324;972512;15.324;869266;15.323;848142;15.324;1085649;15.324;1034337;15.325;872161;15.325;1044200;15.324;965496;15.324;899990;15.324;843656
15.335;900837;15.335;923357;15.335;1081828;15.334;973701;15.334;858600;15.334;855775;15.335;1062276;15.334;1078923;15.335;886287;15.335;1018020;15.334;988120;15.334;888925;15.334;855368
15.345;874051;15.345;898054;15.346;1104993;15.345;975217;15.345;860948;15.344;889785;15.345;1091829;15.345;1050055;15.346;905651;15.346;1028892;15.345;1008475;15.345;852711;15.345;872480
15.356;871693;15.356;931917;15.356;1044648;15.355;968356;15.355;866811;15.355;857400;15.356;1079355;15.355;1047392;15.356;903766;15.356;1031625;15.355;993341;15.355;856495;15.355;847052
15.366;882378;15.366;958763;15.367;1086960;15.366;972843;15.366;879906;15.365;876351;15.366;1086765;15.366;1075687;15.367;897497;15.367;1004677;15.366;981668;15.366;877071;15.366;829080
15.377;902149;15.377;921900;15.377;1082263;15.376;955596;15.376;897028;15.376;856429;15.377;1060766;15.376;1059781;15.377;887799;15.377;1015962;15.376;958999;15.376;865499;15.376;853437
15.387;837587;15.387;921165;15.388;1066018;15.387;1005530;15.387;888314;15.386;851833;15.387;1091752;15.387;1058848;15.388;906590;15.387;969164;15.387;956293;15.387;859556;15.387;864522
15.398;888624;15.398;954326;15.398;1024972;15.397;974395;15.397;828473;15.397;834128;15.398;1067412;15.397;1052021;15.398;907682;15.398;1033479;15.397;1001627;15.397;882558;15.397;857419
15.408;883794;15.408;944695;15.408;1024682;15.408;980142;15.408;847704;15.407;871610;15.408;1088016;15.408;1030753;15.409;894477;15.408;1060790;15.408;929416;15.408;863487;15.408;838738
15.430;861195;15.430;925568;15.430;1054342;15.430;969615;15.429;861957;15.429;858438;15.430;1087877;15.430;1057346;15.431;862450;15.430;1013212;15.429;987329;15.430;821136;15.430;830200
15.440;870759;15.441;932592;15.441;1053114;15.440;982762;15.440;877693;15.440;876442;15.440;1076241;15.440;1043638;15.441;882152;15.441;1029545;15.440;962640;15.440;922028;15.440;857280
15.451;884094;15.451;939970;15.451;1068277;15.451;982366;15.450;854435;15.450;831900;15.451;1052346;15.450;1072731;15.452;885795;15.451;1044045;15.450;997418;15.450;874730;15.451;836352
15.461;878208;15.462;925512;15.462;1059643;15.461;968543;15.461;851504;15.461;863529;15.461;1073604;15.461;1057287;15.462;899884;15.462;1010659;15.461;994348;15.461;841222;15.461;869156
15.472;841598;15.472;924844;15.472;1056059;15.472;945803;15.471;896484;15.471;873271;15.472;1064292;15.472;1079269;15.473;910374;15.472;1051016;15.471;946814;15.471;888972;15.472;839879
15.482;870777;15.483;931058;15.483;1086496;15.482;988549;15.482;896525;15.482;866385;15.482;1082218;15.482;1086580;15.483;882938;15.483;980958;15.482;967819;15.482;894963;15.482;845491
15.493;867971;15.493;935572;15.493;1099722;15.493;979148;15.492;819160;15.492;838747;15.493;1109419;15.493;1086683;15.494;891975;15.493;1012383;15.492;957280;15.492;890731;15.493;849938
15.503;886725;15.503;915896;15.504;1067179;15.503;986465;15.503;859454;15.503;875909;15.503;1084599;15.503;1061109;15.504;904167;15.504;1006761;15.503;1015017;15.503;895884;15.503;822067
